"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Mod.ID","deltaAIC","Weight","Rsquared","Intercept","Elevation.m","Elevation.m2","Data.Type.nofi","Data.Type.Elevation.m.nofi","Data.Type.Elevation.m2.nofi","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi"
"CAME",71,32,30,"No","Avg",NA,NA,NA,NA,-30.2161817115875,0.0293578403616594,-7.1489061553198e-06,-0.0266417910770661,0,0,0,0,0,0,0,0
"CARU",71,33,18,"No","Unavg","Mod.15",0,0.396847266224627,0.0543111158144065,-4.23830010505011,0.00535375709332007,-2.92395139885836e-06,-1.8708319442238,0.00120185438905687,NA,NA,NA,NA,NA,NA,NA
"CARU",71,33,18,"No","Unavg","Mod.31",1.19034972260681,0.21884782505456,0.0564946137485249,-3.60285653296037,0.00395704852650776,-2.25553863646767e-06,-3.95002925886258,0.00546813409359676,-1.94585512053832e-06,NA,NA,NA,NA,NA,NA
"CARU",71,33,18,"No","Unavg","Mod.7",0.0642304323779967,0.384304908720813,0.0487442148813845,-4.52933100540179,0.00549175590414779,-2.77654945882217e-06,-0.655191861813807,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",71,33,18,"No","Avg",NA,NA,NA,NA,-4.21107926494796,0.00510112408163685,-2.72102343045957e-06,-1.85868330348384,0.00167364188218763,-4.25846161001089e-07,0,0,0,0,0,0
"CEVE",71,26,20,"Yes","Unavg","Mod.15",1.51424656655126,0.319271158124477,0.119258733272555,-6.19042652058061,0.00878756881960724,-4.47674920299821e-06,NA,NA,NA,0.701877379883562,-2.58310364893944,0.00112024445247763,0.00168133987588329,NA,NA
"CEVE",71,26,20,"Yes","Unavg","Mod.7",0,0.680728841875523,0.112038379456069,-6.59346333744535,0.00892336042226402,-4.23084753650453e-06,NA,NA,NA,1.81760329366163,-0.827370536150801,NA,NA,NA,NA
"CEVE",71,26,20,"Yes","Avg",NA,NA,NA,NA,-6.46478530615814,0.00888000608002021,-4.30935684635071e-06,0,0,0,1.46138418902021,-1.38792548042832,0.000357661743725053,0.000536803329374121,0,0
"CHUM",71,61,50,"No","Unavg","Mod.15",0.122912837813601,0.26554094987422,0.163234761216632,-4.65037594521109,0.00949821533067337,-5.77996484976765e-06,0.817622268618826,-0.00134016513743302,NA,NA,NA,NA,NA,NA,NA
"CHUM",71,61,50,"No","Unavg","Mod.31",0.270200936801416,0.24668815685226,0.166200845816701,-3.79584260597695,0.00743773553899685,-4.66706131480796e-06,-1.60086035143582,0.00483064789102845,-3.58370830372099e-06,NA,NA,NA,NA,NA,NA
"CHUM",71,61,50,"No","Unavg","Mod.6",0,0.282372037823214,0.157027768905199,-4.15142988983233,0.00854512581529912,-5.56378748000766e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHUM",71,61,50,"No","Unavg","Mod.7",0.636543518654889,0.205398855450305,0.159210583874959,-4.03151663669553,0.00855474843625622,-5.5705733585979e-06,-0.254796628626777,NA,NA,NA,NA,NA,NA,NA,NA
"CHUM",71,61,50,"No","Avg",NA,NA,NA,NA,-4.17157128271159,0.00852700651968066,-5.40137351091639e-06,-0.230136031518744,0.000835794901057786,-8.84058396141072e-07,0,0,0,0,0,0
"CLUN",71,44,49,"No","Unavg","Mod.6",0,0.692648348018886,0.140255530758453,-7.17606294986314,0.0134300974635143,-7.26597302738444e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",71,44,49,"No","Unavg","Mod.7",1.62505979565714,0.307351651981114,0.140926558570642,-7.25292493311633,0.0134402101643359,-7.2713484334683e-06,0.142339533880189,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",71,44,49,"No","Avg",NA,NA,NA,NA,-7.19968660739055,0.0134332056188178,-7.26762516732438e-06,0.0437482908802978,0,0,0,0,0,0,0,0
"COCA",71,20,21,"No","Unavg","Mod.6",0,0.72787714710117,0.101217053684458,-4.27337216984301,0.00601102182193972,-4.19616853071983e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",71,20,21,"No","Unavg","Mod.7",1.96775730115792,0.27212285289883,0.101318902242788,-4.30354989530301,0.00601231448230548,-4.19688069432235e-06,0.0587301429900313,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",71,20,21,"No","Avg",NA,NA,NA,NA,-4.28158421858918,0.00601137358436628,-4.19636232671108e-06,0.0159818140616036,0,0,0,0,0,0,0,0
"COST",71,12,11,"No","Unavg","Mod.2",0,0.726777065273373,0.100124584752064,-1.2200299507101,-0.00251524844204151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COST",71,12,11,"No","Unavg","Mod.3",1.95666341520737,0.273222934726627,0.100336229526219,-1.17598987606865,-0.00251553341713381,NA,-0.0895758366407707,NA,NA,NA,NA,NA,NA,NA,NA
"COST",71,12,11,"No","Avg",NA,NA,NA,NA,-1.20799719227098,-0.00251532630377255,0,-0.0244741729675843,0,0,0,0,0,0,0,0
"EPAN",71,18,25,"Yes","Unavg","Mod.15",0.500010222029402,0.319084431209503,0.119205232559959,-6.83146310914141,0.00774926972055935,-3.36445230927242e-06,NA,NA,NA,4.45237966833445,0.294031880508964,-0.00201424138161999,-0.000429994879969346,NA,NA
"EPAN",71,18,25,"Yes","Unavg","Mod.31",0.825201551970622,0.271200954996081,0.130415744254348,-8.16025716098581,0.0103392904760859,-4.50399899962479e-06,NA,NA,NA,3.41941447016697,4.24250608919481,0.00115583817542665,-0.00837323678928388,-1.73020687367598e-06,3.53477488214904e-06
"EPAN",71,18,25,"Yes","Unavg","Mod.7",0,0.409714613794416,0.108528030055277,-5.90015267899665,0.00663832367866234,-3.16420311968845e-06,NA,NA,NA,2.42617609627897,-0.170017843569918,NA,NA,NA,NA
"EPAN",71,18,25,"Yes","Avg",NA,NA,NA,NA,-6.81026183178525,0.00799651499441555,-3.59145344058557e-06,0,0,0,3.34207330612014,1.17473390319958,-0.000329248648576222,-0.00240803448536013,-4.69233756481711e-07,9.58634323734982e-07
"GAOV",71,11,6,"No","Unavg","Mod.6",0,0.556842994579985,0.115645565773332,-15.0391295590511,0.0218131417375164,-9.55250137524661e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAOV",71,11,6,"No","Unavg","Mod.7",0.456718404040799,0.443157005420015,0.125185919931577,-14.7997516132606,0.0218670480438496,-9.57492497928385e-06,-0.630818445210035,NA,NA,NA,NA,NA,NA,NA,NA
"GAOV",71,11,6,"No","Avg",NA,NA,NA,NA,-14.933047545431,0.0218370306948042,-9.56243855246248e-06,-0.279551613142989,0,0,0,0,0,0,0,0
"GASH",71,21,22,"No","Unavg","Mod.2",0,0.508259918272644,0.210526931162139,0.54693450647301,-0.00414488189125935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",71,21,22,"No","Unavg","Mod.3",1.96970806398963,0.189831898323902,0.210619340899184,0.517776927109698,-0.00414503125084412,NA,0.0579793871622083,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",71,21,22,"No","Unavg","Mod.6",1.04174004837944,0.301908183403453,0.213450235572906,-0.329727721348231,-0.00141837602922496,-1.86564798170598e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",71,21,22,"No","Avg",NA,NA,NA,NA,0.276727967172008,-0.0033217558126272,-5.6325439302717e-07,0.0110063371286585,0,0,0,0,0,0,0,0
"GOOB",71,20,46,"No","Unavg","Mod.15",1.58065256995792,0.312098613999179,0.116317434155115,-5.21019228206993,0.00687184083177517,-3.95056292159696e-06,1.47845149231719,-0.000607199000601424,NA,NA,NA,NA,NA,NA,NA
"GOOB",71,20,46,"No","Unavg","Mod.7",0,0.687901386000821,0.115373833438585,-4.83496915760754,0.00641862088686094,-3.92953867789527e-06,0.954424813485954,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",71,20,46,"No","Avg",NA,NA,NA,NA,-4.95207577469269,0.00656007020350546,-3.93610031521495e-06,1.11797281364777,-0.000189505966509391,0,0,0,0,0,0,0
"GYDR",71,17,23,"No","Unavg","Mod.6",0,0.621753076699377,0.0634881479782544,-4.51983273743954,0.00543649875655921,-3.29075160831569e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",71,17,23,"No","Unavg","Mod.7",0.993991625047045,0.378246923300623,0.0667240946904989,-4.70094268002269,0.0054470666171809,-3.29667741013394e-06,0.331400243135901,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",71,17,23,"No","Avg",NA,NA,NA,NA,-4.58833701600077,0.00544049601732524,-3.29299302462153e-06,0.125351122347233,0,0,0,0,0,0,0,0
"HIAL",71,12,9,"No","Unavg","Mod.2",0,0.379833431996482,0.0530528369803988,-1.94897594845874,-0.00167376893485061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",71,12,9,"No","Unavg","Mod.3",1.56073394974564,0.174054043340051,0.0553546523929008,-1.80984776438853,-0.00167493730238866,NA,-0.296999814504867,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",71,12,9,"No","Unavg","Mod.6",0.431816477445352,0.306073289378764,0.0612703375128386,-3.42542984539958,0.00194089402573056,-1.8581074815161e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",71,12,9,"No","Unavg","Mod.7",1.99562036878351,0.140039235284703,0.0635560660029184,-3.28594885235056,0.00193730188001578,-1.85674792177348e-06,-0.295842723660331,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",71,12,9,"No","Avg",NA,NA,NA,NA,-2.56389188938892,-6.19289161312562e-05,-8.28734627968544e-07,-0.093123607371754,0,0,0,0,0,0,0,0
"HODI",71,17,10,"No","Unavg","Mod.15",0.866246933143231,0.184655222964208,0.16005023203068,-3.52391166156064,0.00515691610522715,-4.74136560115542e-06,0.911198274132766,-0.00228789384749,NA,NA,NA,NA,NA,NA,NA
"HODI",71,17,10,"No","Unavg","Mod.2",1.61814851022416,0.126790946309669,0.130892298685493,-0.713991064224841,-0.00300036152103197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",71,17,10,"No","Unavg","Mod.3",1.6434195369647,0.125198956596857,0.1394201208286,-0.454100810730406,-0.00301239993640712,NA,-0.573223855369484,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",71,17,10,"No","Unavg","Mod.6",0,0.284750652333215,0.146517190708833,-2.99255619748664,0.00360141775387615,-4.19886316704452e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",71,17,10,"No","Unavg","Mod.7",0.0436433567614358,0.278604221796051,0.154965672362741,-2.73668318622868,0.00359333003877324,-4.20053631793455e-06,-0.568779132126217,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",71,17,10,"No","Avg",NA,NA,NA,NA,-2.41267306273431,0.00222130646165451,-3.24143410009422e-06,-0.0619737755939572,-0.000422471548526706,0,0,0,0,0,0,0
"LIBO",71,48,67,"No","Unavg","Mod.15",1.34895305767759,0.337495196934356,0.211391151715177,-5.62868260949074,0.0121862287335118,-7.88820720703654e-06,1.06587870225776,-0.000777162351562294,NA,NA,NA,NA,NA,NA,NA
"LIBO",71,48,67,"No","Unavg","Mod.7",0,0.662504803065644,0.210371185867685,-5.26403745109925,0.0116836842457656,-7.85092021157176e-06,0.466859860302697,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",71,48,67,"No","Avg",NA,NA,NA,NA,-5.38710344064175,0.0118532905966257,-7.86350439344923e-06,0.669025842335712,-0.000262288560890484,0,0,0,0,0,0,0
"LUPE",71,35,30,"No","Unavg","Mod.2",0,0.670151452159133,0.361959928080827,-9.88473758971004,0.00509458382949086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUPE",71,35,30,"No","Unavg","Mod.3",1.41774026332575,0.329848547840867,0.363283976905236,-9.78662533684706,0.00510376330764366,NA,-0.233345790056634,NA,NA,NA,NA,NA,NA,NA,NA
"LUPE",71,35,30,"No","Avg",NA,NA,NA,NA,-9.85237540557779,0.0050976116670295,0,-0.0769687699949607,0,0,0,0,0,0,0,0
"MANE",71,61,53,"No","Unavg","Mod.6",0,0.649739944842481,0.259413778755894,-3.98900576301234,0.0112392164915231,-9.09353631737439e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",71,61,53,"No","Unavg","Mod.7",1.23579260931245,0.350260055157519,0.26061741352979,-3.89451207424112,0.0112490754586828,-9.10277858080026e-06,-0.197389819028412,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",71,61,53,"No","Avg",NA,NA,NA,NA,-3.95590839837129,0.0112426696939042,-9.09677351307172e-06,-0.0691377689004244,0,0,0,0,0,0,0,0
"MEFE",71,26,14,"No","Unavg","Mod.1",0.175097501063476,0.275226647381781,0.0123141699006715,-2.57963390914449,NA,NA,-0.65060567437402,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",71,26,14,"No","Unavg","Mod.15",1.7312234401013,0.126410172991455,0.0266084243176603,-4.99663963847497,0.00411407871578697,-1.51614620358868e-06,-0.167107105746585,-0.000414442000078868,NA,NA,NA,NA,NA,NA,NA
"MEFE",71,26,14,"No","Unavg","Mod.3",1.03994430654313,0.178604082724473,0.0159655264292626,-2.99074618461408,0.000359499471555457,NA,-0.651856710914713,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",71,26,14,"No","Unavg","Mod.6",1.84615899965934,0.119350456924913,0.0133722400804541,-5.06933842363072,0.00390902487559087,-1.49278917519403e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",71,26,14,"No","Unavg","Mod.7",0,0.300408639977378,0.0257438722453446,-4.7995593005462,0.00392540599193314,-1.49866541616893e-06,-0.653772495686158,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",71,26,14,"No","Avg",NA,NA,NA,NA,-3.9226264914617,0.0022300392559485,-8.20033413480394e-07,-0.51301123287546,-5.23896849248944e-05,0,0,0,0,0,0,0
"OPHO",71,29,15,"No","Unavg","Mod.11",0.924814249947474,0.185457563304234,0.109049370195348,-0.0601963003562425,-0.00270420407949998,NA,-1.91377425049701,0.00150698732052569,NA,NA,NA,NA,NA,NA,NA
"OPHO",71,29,15,"No","Unavg","Mod.15",0,0.29448651471451,0.117823682565268,-1.35888200229221,0.000751824242769563,-1.96652131198335e-06,-2.36204652346266,0.00209693293265078,NA,NA,NA,NA,NA,NA,NA
"OPHO",71,29,15,"No","Unavg","Mod.3",1.75312073142015,0.122568841784791,0.100564576828809,-0.538666314549944,-0.00206754046137817,NA,-0.724310726687784,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",71,29,15,"No","Unavg","Mod.31",0.15481498562275,0.272550990796948,0.123359155355286,-0.47669435070513,-0.00161149233818356,-6.02477747479227e-07,-5.17747155714133,0.0089102026780793,-3.61946347416692e-06,NA,NA,NA,NA,NA,NA
"OPHO",71,29,15,"No","Unavg","Mod.7",1.71486177970468,0.124936089399518,0.106679262824154,-1.70915189590009,0.000869583719130636,-1.55025684245465e-06,-0.720847408940849,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",71,29,15,"No","Avg",NA,NA,NA,NA,-0.820818261885696,-0.000864100482184614,-9.37002941747488e-07,-2.64047754341076,0.00332548523543361,-9.8648835603756e-07,0,0,0,0,0,0
"PAMY",71,127,103,"Yes","Unavg","Mod.7",0,1,0.055420385420802,-2.09283479080836,0.0039967352540927,-2.08889412431309e-06,NA,NA,NA,0.817765135988978,-0.453642739295194,NA,NA,NA,NA
"PAMY",71,127,103,"Yes","Avg",NA,NA,NA,NA,-2.09283479080836,0.0039967352540927,-2.08889412431309e-06,0,0,0,0.817765135988978,-0.453642739295194,0,0,0,0
"PHEM",71,61,50,"No","Unavg","Mod.15",1.83349595605853,0.169370391153552,0.45490233504718,-35.8325613171023,0.0387722253033258,-1.02990444192653e-05,0.52276684188704,-0.000536861809367434,NA,NA,NA,NA,NA,NA,NA
"PHEM",71,61,50,"No","Unavg","Mod.6",0.0799965204948307,0.407009976791771,0.451305817572133,-35.5264035462882,0.0384650557000674,-1.02920115121279e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHEM",71,61,50,"No","Unavg","Mod.7",0,0.423619632054678,0.454635771702758,-35.5165402651924,0.0386528096759289,-1.03402657608646e-05,-0.378934289446738,NA,NA,NA,NA,NA,NA,NA,NA
"PHEM",71,61,50,"No","Avg",NA,NA,NA,NA,-35.574079328177,0.038596617406093,-1.03136441254556e-05,-0.0719827797758132,-9.09284946479657e-05,0,0,0,0,0,0,0
"POMU",71,20,8,"No","Unavg","Mod.11",1.42680459913871,0.261630213685123,0.191514713369796,0.41322387981769,-0.0040692709203492,NA,-1.77808270571592,0.00120971753070167,NA,NA,NA,NA,NA,NA,NA
"POMU",71,20,8,"No","Unavg","Mod.3",0,0.533967196993112,0.189106976425977,0.148897634050036,-0.00364973693623158,NA,-1.00763214979067,NA,NA,NA,NA,NA,NA,NA,NA
"POMU",71,20,8,"No","Unavg","Mod.7",1.920485764115,0.204402589321765,0.189440980088624,0.395944676053859,-0.00436474207462751,4.37730561295366e-07,-1.0111552576477,NA,NA,NA,NA,NA,NA,NA,NA
"POMU",71,20,8,"No","Avg",NA,NA,NA,NA,0.268550421282678,-0.00390564860381094,8.94732601540426e-08,-1.20992542573965,0.000316498656056118,0,0,0,0,0,0,0
"PTAQ",71,47,21,"No","Unavg","Mod.15",1.88808870483729,0.280084126616018,0.102311241425764,-1.97065580089075,0.00235161626470633,-2.0336391737441e-06,-1.14566354328654,0.000278497591842485,NA,NA,NA,NA,NA,NA,NA
"PTAQ",71,47,21,"No","Unavg","Mod.7",0,0.719915873383982,0.102064535603724,-2.04843182543315,0.0024463652905603,-2.03585147206928e-06,-0.913135856803359,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",71,47,21,"No","Avg",NA,NA,NA,NA,-2.02664799552752,0.00241982759240628,-2.03523184242505e-06,-0.978263170786043,7.80027547758667e-05,0,0,0,0,0,0,0
"RHAL",71,24,16,"No","Unavg","Mod.2",0,0.522940699987986,0.136906272911803,-6.16921910962357,0.00245720015241178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RHAL",71,24,16,"No","Unavg","Mod.3",0.183654542894715,0.477059300012014,0.142748766132095,-5.97449682576827,0.00246613890590499,NA,-0.457926116212196,NA,NA,NA,NA,NA,NA,NA,NA
"RHAL",71,24,16,"No","Avg",NA,NA,NA,NA,-6.07632503319082,0.00246146446789623,0,-0.21845791245741,0,0,0,0,0,0,0,0
"RULA",71,18,13,"No","Unavg","Mod.6",0,0.634069397837785,0.191310805918175,-25.4071006916844,0.0327527997596893,-1.13647584458419e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",71,18,13,"No","Unavg","Mod.7",1.09942940982936,0.365930602162215,0.194813191403825,-25.2793137525942,0.0328098999847532,-1.13846264543722e-05,-0.361957055609727,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",71,18,13,"No","Avg",NA,NA,NA,NA,-25.3603395401147,0.0327736944794305,-1.13720287581671e-05,-0.13245116331613,0,0,0,0,0,0,0,0
"RUPA",71,33,21,"No","Unavg","Mod.15",1.90131812784466,0.155853017135823,0.109451906799774,-5.62940639623721,0.00942325544653865,-5.42572706202251e-06,-0.21122249025914,-0.000342007116964558,NA,NA,NA,NA,NA,NA,NA
"RUPA",71,33,21,"No","Unavg","Mod.31",1.4976161468332,0.190711984566079,0.115675690957291,-7.4981094708177,0.0137856877403166,-7.75501492837296e-06,3.48565892429878,-0.00904879070317067,4.6414612669152e-06,NA,NA,NA,NA,NA,NA
"RUPA",71,33,21,"No","Unavg","Mod.6",0.954794234590111,0.250178662315017,0.101545695310726,-5.71931791964284,0.00923512253794045,-5.3943317699259e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",71,33,21,"No","Unavg","Mod.7",0,0.403256335983081,0.10919639481143,-5.50215832232369,0.00925877696462621,-5.4083375172852e-06,-0.502315121998417,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",71,33,21,"No","Avg",NA,NA,NA,NA,-5.95697082076025,0.0101418297374456,-5.85508329736499e-06,0.429275512973678,-0.00177901567398561,8.85182289499983e-07,0,0,0,0,0,0
"RUPE",71,23,23,"No","Unavg","Mod.15",1.86526745658097,0.223408383956619,0.0444229037880134,-7.81003884390352,0.00876050124481536,-3.33001923381035e-06,1.42348928765072,-0.00121467933067615,NA,NA,NA,NA,NA,NA,NA
"RUPE",71,23,23,"No","Unavg","Mod.6",0,0.56772386260513,0.0382221583481619,-6.86408302500733,0.00775155827684071,-3.15889081563104e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",71,23,23,"No","Unavg","Mod.7",1.99986770020621,0.20886775343825,0.0382225426386181,-6.86584859958756,0.00775156799040147,-3.15889749273822e-06,0.00353172989946749,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",71,23,23,"No","Avg",NA,NA,NA,NA,-7.07578625739739,0.00797696662366993,-3.19712373361791e-06,0.31875710582346,-0.000271369546291867,0,0,0,0,0,0,0
"RUSP",71,15,23,"No","Unavg","Mod.11",1.33168393541945,0.0966854621660816,0.0574770847307163,-1.32821133618262,-0.00198647752806292,NA,-0.198111165224142,0.000799226040667834,NA,NA,NA,NA,NA,NA,NA
"RUSP",71,15,23,"No","Unavg","Mod.15",1.05655396264103,0.110944273865555,0.0650774132507985,-2.51978144024164,0.00101613397673045,-1.58845091830855e-06,-0.438424503679712,0.00109724845624019,NA,NA,NA,NA,NA,NA,NA
"RUSP",71,15,23,"No","Unavg","Mod.2",0,0.188162324658238,0.0485632736830518,-1.48727822955569,-0.00147216777811612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",71,15,23,"No","Unavg","Mod.3",0.149050070090539,0.174649303676134,0.054746580883016,-1.73797279005783,-0.00147592898908905,NA,0.462609673163855,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",71,15,23,"No","Unavg","Mod.31",1.88116209422662,0.0734587461820414,0.0690039424806311,-1.43069033807597,-0.0017292828725735,-1.32429716994545e-07,-2.41813797977027,0.00588551376616789,-2.46683089271674e-06,NA,NA,NA,NA,NA,NA
"RUSP",71,15,23,"No","Unavg","Mod.6",0.0395228572345445,0.184480467506984,0.0551124689024058,-2.71335129590695,0.00144384464781518,-1.44637028355702e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",71,15,23,"No","Unavg","Mod.7",0.184051314351848,0.171619421944965,0.0613108810609651,-2.96812078475348,0.00144861534185746,-1.45031286861826e-06,0.462974761269598,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",71,15,23,"No","Avg",NA,NA,NA,NA,-2.10640372309066,-0.00022616502170867,-7.01686576920897e-07,-0.0851786236685599,0.000631349434244644,-1.81210304422098e-07,0,0,0,0,0,0
"SOSI",71,48,22,"No","Unavg","Mod.15",0.872246098300764,0.319483421301212,0.159368507114898,-10.7489398713845,0.0133787854030985,-4.56483790659261e-06,-2.29421046722733,0.000954550245686834,NA,NA,NA,NA,NA,NA,NA
"SOSI",71,48,22,"No","Unavg","Mod.31",1.95016904032059,0.186371857532531,0.161361311277021,-9.81888433448534,0.0118737619552026,-3.99752698450711e-06,-6.85956096816285,0.00779296992951821,-2.44417898364185e-06,NA,NA,NA,NA,NA,NA
"SOSI",71,48,22,"No","Unavg","Mod.7",0,0.494144721166258,0.156931191654431,-10.9555921450767,0.0133564327329374,-4.44970820862257e-06,-0.920405306618836,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",71,48,22,"No","Avg",NA,NA,NA,NA,-10.6777198235262,0.01308724593352,-4.40221638374368e-06,-2.4662047523481,0.0017573532597554,-4.55526177323304e-07,0,0,0,0,0,0
"SPBE",71,17,31,"Yes","Unavg","Mod.7",0,1,0.1169902404567,-3.75565813628286,0.00429029287071045,-3.28752140448439e-06,NA,NA,NA,1.32196121844301,0.583057454538638,NA,NA,NA,NA
"SPBE",71,17,31,"Yes","Avg",NA,NA,NA,NA,-3.75565813628286,0.00429029287071045,-3.28752140448439e-06,0,0,0,1.32196121844301,0.583057454538638,0,0,0,0
"TITR",71,34,40,"No","Unavg","Mod.6",0,0.669915337296024,0.0536625924076152,-2.31661354946105,0.00194626679146613,-1.55257798368836e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",71,34,40,"No","Unavg","Mod.7",1.41560433390242,0.330084662703976,0.054878843607418,-2.41579083424231,0.00194882133574213,-1.55425129468977e-06,0.19047696387529,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",71,34,40,"No","Avg",NA,NA,NA,NA,-2.34935045005597,0.00194711000735184,-1.55313031798586e-06,0.0628735243736527,0,0,0,0,0,0,0,0
"TRBO",71,10,27,"No","Unavg","Mod.15",0.255739156646655,0.379376009233953,0.207981974204666,-5.53996596809901,0.008570178772301,-6.51243627265982e-06,2.88930335291813,-0.00264822673004037,NA,NA,NA,NA,NA,NA,NA
"TRBO",71,10,27,"No","Unavg","Mod.31",1.64402435074834,0.189499279994439,0.210066222862439,-4.16005139126807,0.00476880108613517,-4.11784094216062e-06,0.547761011009465,0.00426579162671854,-4.72839763278787e-06,NA,NA,NA,NA,NA,NA
"TRBO",71,10,27,"No","Unavg","Mod.7",0,0.431124710771608,0.202038888821558,-4.02501697471863,0.00593400113758965,-5.94362371687758e-06,1.10532762922769,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",71,10,27,"No","Avg",NA,NA,NA,NA,-4.62534120273086,0.00671329911747813,-5.8134330330573e-06,1.67646674715033,-0.000196309246519926,-8.96027946940712e-07,0,0,0,0,0,0
"VAAL",71,11,9,"No","Unavg","Mod.6",0,0.71114297665718,0.156807405003597,-16.9180649241225,0.029402391078792,-1.47376132892835e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAAL",71,11,9,"No","Unavg","Mod.7",1.8018833303112,0.28885702334282,0.157885728829703,-16.8219103414386,0.0294053895457334,-1.47385721839011e-05,-0.206275660166409,NA,NA,NA,NA,NA,NA,NA,NA
"VAAL",71,11,9,"No","Avg",NA,NA,NA,NA,-16.8902899975877,0.0294032572070273,-1.47378902727284e-05,-0.059584173183744,0,0,0,0,0,0,0,0
"VADE",71,34,61,"No","Unavg","Mod.11",1.23083459601111,0.350824431617513,0.40664569977324,-8.9616353271467,0.00458662178160085,NA,-0.511497003314576,0.00092960366716578,NA,NA,NA,NA,NA,NA,NA
"VADE",71,34,61,"No","Unavg","Mod.3",0,0.649175568382487,0.405287821632681,-9.85612490215666,0.00511832567715695,NA,1.01800356494264,NA,NA,NA,NA,NA,NA,NA,NA
"VADE",71,34,61,"No","Avg",NA,NA,NA,NA,-9.542316105416,0.00493179096020966,0,0.481417397425142,0.00032612767816299,0,0,0,0,0,0,0
"VAME",71,95,114,"Yes","Unavg","Mod.15",0,1,0.0989959178633317,-6.63472025190334,0.0100396762471531,-3.93953942412115e-06,NA,NA,NA,-6.23409148112016,0.973786997664385,0.00394647163080641,-0.000543626649718435,NA,NA
"VAME",71,95,114,"Yes","Avg",NA,NA,NA,NA,-6.63472025190334,0.0100396762471531,-3.93953942412115e-06,0,0,0,-6.23409148112016,0.973786997664385,0.00394647163080641,-0.000543626649718435,0,0
"VASI",71,24,24,"No","Unavg","Mod.6",0,0.731058212558136,0.169935240275719,-11.4477555896265,0.0105938559625859,-2.82497254430139e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VASI",71,24,24,"No","Unavg","Mod.7",1.99999627620048,0.268941787441864,0.169935250764799,-11.4480510607005,0.0105938510498187,-2.82497109757891e-06,0.000599085939992125,NA,NA,NA,NA,NA,NA,NA,NA
