"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Rsquared","Intercept","Elevation.m","Elevation.m2","Data.Type.nofi","Data.Type.Elevation.m.nofi","Data.Type.Elevation.m2.nofi","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi"
"CHUM",55,61,51,"No","Unavg",0.159197537611812,-2.46413679203365,-47.9154193664217,-29.8061517325525,-0.670606865073063,-18.5471854380606,NA,NA,NA,NA,NA,NA,NA
"CLUN",55,44,46,"No","Unavg",0.14411319780111,-2.96850211442925,-44.1516073948267,-43.9024348634145,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",55,20,22,"No","Unavg",0.104288770014872,-3.74928364802412,-50.1980660991223,-24.6653919710259,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",55,18,26,"Yes","Unavg",0.094232730932983,-3.09449390670939,-6.90805171733517,-14.2609750735258,NA,NA,NA,2.3614813488043,-0.0944084948287213,NA,NA,NA,NA
"GAOV",55,11,9,"No","Unavg",0.0992183337967522,-4.43419228887529,-15.6739870384852,-46.5285632107006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",55,21,22,"No","Unavg",0.192454764863413,-3.88693666583661,-49.6827495019313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",55,20,33,"No","Unavg",0.115869992449425,-3.16782529892015,-23.480447123214,-13.9939809029503,-0.63411257023937,-46.6229349939064,-24.3927140839662,NA,NA,NA,NA,NA,NA
"GYDR",55,17,22,"No","Unavg",0.0630278198446766,-3.3232041970661,-28.2995171076705,-19.4856491028472,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",55,12,8,"No","Unavg",0.0548840511633868,-3.86876328092572,-22.4009672243682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",55,17,8,"No","Unavg",0.149742363460723,-3.83391171966664,-40.4883301370138,NA,-0.811039540500282,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",55,48,67,"No","Unavg",0.211904996182616,-3.80508908146519,-86.4726879314623,-45.4460485240014,0.467616416218646,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",55,61,58,"No","Unavg",0.263959219678585,-4.70703333867093,-127.698704027208,-51.022657419507,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",55,26,10,"No","Unavg",0.0267245838008935,-2.57963390914449,NA,NA,-0.998313984209641,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",55,29,17,"No","Unavg",0.125619091141888,-3.14102964885332,-39.2098281640496,-3.40140684445931,-0.702745135495969,-4.3305385508806,-24.2827105646727,NA,NA,NA,NA,NA,NA
"PAMY",55,127,107,"Yes","Unavg",0.0400603279780267,-0.691998998079043,-10.3333374618368,-9.0973549684665,NA,NA,NA,0.535489337520161,-0.350237305362576,NA,NA,NA,NA
"POMU",55,20,10,"No","Unavg",0.180048141621639,-3.8710056216471,-46.8598387662579,NA,-0.767676843026242,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",55,47,18,"No","Unavg",0.116748107189893,-2.38038052047637,-32.8030690305437,-14.3292385791724,-1.08223597394031,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",55,18,13,"No","Unavg",0.187925430505301,-5.55274322350168,78.9328217992294,-62.7281697868882,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",55,33,20,"No","Unavg",0.108185204145203,-3.10031020446352,-41.9426019963389,-29.6559605795841,-0.555258462758027,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",55,23,23,"No","Unavg",0.0312416997800457,-2.84533407305878,2.72099230806552,-16.1918303827986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",55,15,22,"No","Unavg",0.0472644674795211,-3.14245485522122,-18.9390930992532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",55,48,20,"No","Unavg",0.159676386920519,-2.63384034519646,38.8823253767519,-25.4422006349475,-1.02541864317909,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",55,17,29,"No","Unavg",0.109323933237232,-3.83643329563047,-44.919581959572,-20.7726731011315,0.594982644996217,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",55,34,42,"No","Unavg",0.0469738348120528,-2.35623881392551,-19.4703733132496,-8.1752963229683,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",55,10,26,"No","Unavg",0.210942938905783,-5.66282792792339,-89.430410542196,-39.1298315190917,-0.292279262819904,-40.1469126623935,NA,NA,NA,NA,NA,NA,NA
"VAME",55,95,118,"Yes","Unavg",0.110233721266265,-1.27883286906469,11.9971539441871,-23.9618967930814,NA,NA,NA,-1.62937616914054,0.418670141876198,52.5356023787154,-6.33029099268158,NA,NA
"VASI",55,24,27,"No","Unavg",0.174240340724461,-3.82042634510475,54.58968710234,-17.7578150986886,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",56,72,57,"No","Unavg",0.244390217431116,-3.33203464969776,-90.516885371775,-33.6012454126566,-0.339561294396713,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",56,15,12,"No","Unavg",0.0602320551203993,-3.73147971890812,-30.4972757981688,-16.3768033800525,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",56,10,20,"Yes","Unavg",0.0852196002708361,-3.58073729543893,NA,NA,NA,NA,NA,2.44575736259999,0.210311572444475,NA,NA,NA,NA
"AMAL",56,42,44,"No","Unavg",0.109995797985969,-2.64955770286487,-39.7198403396392,-17.7113356749326,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",56,42,29,"Yes","Unavg",0.0502109464374623,-2.27199482863618,-21.2252282912122,-8.3491817006187,NA,NA,NA,0.642408384392053,-0.378904200378772,8.30617536315036,25.1541938399437,NA,NA
"ATFI",56,24,31,"No","Unavg",0.0790719929363523,-2.95616385164478,-31.1743028801914,-10.457573284025,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",56,33,19,"Yes","Unavg",0.0675170054404539,-2.49585111667809,-12.9331343074192,-15.554826740542,NA,NA,NA,0.889799525516516,-0.904915365721672,NA,NA,NA,NA
"CEVE",56,26,21,"Yes","Unavg",0.12010826331787,-2.87546858611253,-13.3525570453558,-23.2420870445759,NA,NA,NA,1.96928245413452,-0.826257220767219,NA,NA,NA,NA
"CHUM",56,61,52,"No","Unavg",0.152028005209606,-2.67180117439852,-53.496654995073,-27.9081954890691,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",56,44,52,"No","Unavg",0.150185959805695,-2.92883692295542,-46.0641427772736,-44.6074244508574,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",56,20,22,"No","Unavg",0.102057622110983,-3.6741672919766,-47.6591137440479,-21.2233295313119,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",56,18,26,"Yes","Unavg",0.0792069766602805,-3.07834632326893,-3.32935164015405,-14.0730065536877,NA,NA,NA,2.21284598522641,-0.0263426252547448,NA,NA,NA,NA
"GAOV",56,11,9,"No","Unavg",0.0982718658985113,-4.40639473953119,-13.0485562227055,-45.8551304863133,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",56,21,20,"No","Unavg",0.179797019647145,-3.85318819037821,-47.1995528296429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",56,20,37,"No","Unavg",0.10660007475882,-3.53932337294763,-38.7087465139241,-23.9892569385879,0.697506183104083,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",56,17,23,"No","Unavg",0.0621174165420778,-3.28297611627269,-27.2328690212993,-20.0143585509851,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",56,12,11,"No","Unavg",0.0591676680117318,-3.73857796057724,-23.0638943782606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",56,17,12,"No","Unavg",0.158092880357004,-4.94829566721644,-75.2073905222817,-18.0781393305584,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",56,48,63,"No","Unavg",0.207723297113146,-3.8158112794867,-87.064457935683,-44.3705792664976,0.378383652751859,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",56,61,59,"No","Unavg",0.262720771865556,-4.66829479362455,-126.922432103757,-51.6600469572313,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",56,26,16,"No","Unavg",0.0795373303286212,-2.61930086176513,7.07833882444434,-4.88207782983457,-1.82600855067459,16.7545609031844,-54.6326033810538,NA,NA,NA,NA,NA,NA
"OPHO",56,29,18,"No","Unavg",0.123386559655001,-3.14102964885332,-39.2098281640497,-3.40140684445929,-0.605378542565487,-3.81416129373567,-21.3439721779205,NA,NA,NA,NA,NA,NA
"PAMY",56,127,102,"Yes","Unavg",0.0492936104729537,-0.710288831377196,-11.9973837735606,-10.8836640337581,NA,NA,NA,0.320342201222897,-0.403584736740987,NA,NA,NA,NA
"POMU",56,20,12,"No","Unavg",0.181608232088799,-3.91531461658056,-48.0962631177357,NA,-0.571656704068645,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",56,47,22,"No","Unavg",0.0933617610229405,-2.27872109715084,-27.9570786089176,-13.044943971075,-0.858995922223134,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",56,18,12,"No","Unavg",0.188084238302966,-5.64949809339813,80.6646209470886,-63.584042594034,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",56,33,21,"No","Unavg",0.10919639481143,-3.12883915913146,-42.9089743543912,-30.533835192103,-0.502315121998416,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",56,23,24,"No","Unavg",0.0414486807512581,-2.87403567808842,7.87899990136157,-18.039080025066,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",56,15,22,"No","Unavg",0.0464464040230311,-3.13856658226193,-18.7455799424399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",56,48,19,"No","Unavg",0.161965729569097,-2.63261408367123,39.0227039339228,-25.0379722560107,-1.08177102897664,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",56,17,32,"No","Unavg",0.119231426417634,-3.84684217201968,-45.5178041644474,-18.4620909542468,0.708960516141803,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",56,34,38,"No","Unavg",0.0516014648282543,-2.45106830529594,-21.1539550970898,-9.54607680174465,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",56,10,25,"No","Unavg",0.193156159232736,-5.96181299082712,-97.1454164573913,-30.9006612416547,1.01469314278408,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",56,95,110,"Yes","Unavg",0.0980890059941149,-1.25553807024741,11.6928442890255,-22.3396497693092,NA,NA,NA,-1.86487400726088,0.308509828759925,51.5627615718227,-6.25356322774532,NA,NA
"VASI",56,24,25,"No","Unavg",0.170188876936551,-3.73294313988377,50.2683974958244,-13.6919534165387,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",57,72,58,"No","Unavg",0.249100443489084,-3.42424290728158,-93.7121326078083,-34.8043093860893,-0.316313116559139,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",57,15,12,"No","Unavg",0.0550287771558662,-3.67846957295553,-27.8334860264978,-16.2571669393162,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",57,10,22,"Yes","Unavg",0.149303270029369,-3.76215184987154,-16.7245439098942,-10.0907710030373,NA,NA,NA,3.01474305807967,0.0397080717854179,16.8962578669799,41.3668745465682,NA,NA
"AMAL",57,42,47,"No","Unavg",0.12716059341835,-2.77958743664538,-46.5547203757255,-21.0172242982076,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",57,42,27,"Yes","Unavg",0.0551729972974923,-2.28325727622083,-21.7200793459396,-9.13116970232225,NA,NA,NA,0.655308790001262,-0.466226795679242,8.53844013124012,21.6499036822668,NA,NA
"ATFI",57,24,28,"No","Unavg",0.0769057004898577,-2.99213509907926,-30.0267318169418,-8.70306686696237,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",57,32,30,"No","Unavg",0.380574718296337,-7.28093723194481,145.591568988378,-33.6762871536138,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",57,33,17,"Yes","Unavg",0.0705483774972531,-2.46772217432035,-11.9229644350205,-13.8859107786206,NA,NA,NA,0.870771751506421,-1.07665307293167,NA,NA,NA,NA
"CEVE",57,26,22,"Yes","Unavg",0.120257971533839,-2.89662679647825,-11.6150848341692,-25.1269306031322,NA,NA,NA,1.99914787862824,-0.73777299037125,NA,NA,NA,NA
"CHUM",57,61,54,"No","Unavg",0.166111223898009,-2.45173938068825,-47.4810734444152,-29.4059130807491,-0.745695084562371,-24.0619555036083,NA,NA,NA,NA,NA,NA,NA
"CLUN",57,44,52,"No","Unavg",0.147927163755313,-2.91592057232388,-46.5393110063526,-43.3622772073712,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",57,20,25,"No","Unavg",0.101471743979977,-3.55875682204635,-46.1615369831332,-20.6200421391988,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",57,18,22,"Yes","Unavg",0.109983474883305,-3.17564245616454,-0.91973403868736,-20.4497122457367,NA,NA,NA,1.71871816748558,-0.268517539933208,-36.1894905736641,6.985198630669,NA,NA
"GAOV",57,11,8,"No","Unavg",0.116581877238951,-4.65656813237509,-4.81457572360865,-53.1428184881891,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",57,21,19,"No","Unavg",0.196174850888392,-4.0309706629569,-51.2969477078606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",57,20,42,"No","Unavg",0.110209959632935,-3.47718612318956,-36.081201139772,-22.9806912164216,0.845722746642808,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",57,17,21,"No","Unavg",0.0605806050354355,-3.32703271555946,-27.8423108559639,-17.7317261349596,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",57,12,9,"No","Unavg",0.0611795709337087,-4.01598593163565,-32.0863741899838,-13.446984912483,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",57,17,9,"No","Unavg",0.169938368252416,-4.51252588344886,-68.7525713145515,-22.5989540895429,-2.33989411719623,-44.5644999889485,NA,NA,NA,NA,NA,NA,NA
"LIBO",57,48,67,"No","Unavg",0.210143899864382,-3.76401030556247,-85.0670508017424,-44.5913349298618,0.466831823282331,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",57,61,56,"No","Unavg",0.257307040098484,-4.62906681224572,-124.380188290228,-50.7152011881743,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",57,26,11,"No","Unavg",0.0773061419048104,-2.61930086176514,7.07833882444434,-4.88207782983456,-2.18206566433997,17.5945274765451,-52.5954638044151,NA,NA,NA,NA,NA,NA
"OPHO",57,29,18,"No","Unavg",0.1123197245888,-3.10497107330902,-39.4195174355829,-9.85690681331388,-0.5269040104169,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",57,127,110,"Yes","Unavg",0.0518922821194295,-0.709480234214632,-11.4739824330561,-11.3086710591304,NA,NA,NA,0.81095745158624,-0.340465098754867,NA,NA,NA,NA
"POMU",57,20,9,"No","Unavg",0.183894295626359,-3.88077086446002,-47.1335408336806,NA,-0.881251746417757,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",57,47,21,"No","Unavg",0.0966795112010931,-2.28786379862239,-28.3865840653992,-13.2593551520808,-0.910014298136013,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",57,18,14,"No","Unavg",0.192835844659016,-5.58083673382833,79.3763259582713,-65.3185311462157,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",57,33,23,"No","Unavg",0.100545838590406,-3.28225418429822,-42.3356520724991,-28.6677059758355,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",57,23,22,"No","Unavg",0.0433652866779122,-2.93397470943318,8.12232986955096,-18.7307347353337,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",57,15,21,"No","Unavg",0.0466810949483835,-3.17037227883098,-18.8672049431997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",57,48,22,"No","Unavg",0.144007415263529,-2.52881307533359,35.7725004075915,-22.1556679415394,-0.913683537980478,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",57,17,30,"No","Unavg",0.109576525711868,-3.80349310358912,-43.7224805665854,-19.6961412120967,0.633234837551,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",57,34,42,"No","Unavg",0.0542037834355785,-2.40440615786955,-21.6805505162316,-10.8702516694754,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",57,95,108,"Yes","Unavg",0.0977882383909542,-1.25593089617595,11.6981043688607,-22.3676915577098,NA,NA,NA,-1.86603131279903,0.275724070856871,51.6059035902167,-5.58779639509283,NA,NA
"VASI",57,24,25,"No","Unavg",0.17409176702761,-3.79607852992199,52.1875736010104,-14.6736755453788,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",58,72,59,"No","Unavg",0.244052366625976,-3.50472597717502,-91.6182965522595,-34.1779333217236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",58,15,11,"No","Unavg",0.0557337282072634,-3.71516546369676,-28.4473760637882,-13.7943412213848,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",58,10,16,"Yes","Unavg",0.137665742691471,-3.75892621734939,-16.6033410887312,-9.86971945413981,NA,NA,NA,2.5551063363234,-0.711895913303336,9.42029691682779,56.0838065863686,NA,NA
"AMAL",58,42,47,"No","Unavg",0.108898751733317,-2.58380468852631,-38.7320508278875,-17.2089155740277,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",58,42,26,"Yes","Unavg",0.0514562467780065,-2.26133816904018,-20.7426553821146,-7.56868243981529,NA,NA,NA,0.317350306753061,-0.473495815490617,2.24201424532572,19.494271536465,NA,NA
"ATFI",58,24,26,"No","Unavg",0.0765924267371954,-3.0253869603911,-29.5397472764781,-7.57028041570854,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",58,32,29,"No","Unavg",0.389279881056712,-7.65917790543655,153.786839026626,-35.4348188610782,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",58,33,19,"Yes","Unavg",0.0592820098300848,-2.49288350466989,-12.7264469611154,-15.4631809917317,NA,NA,NA,0.664176220973896,-0.826829043558578,NA,NA,NA,NA
"CEVE",58,26,22,"Yes","Unavg",0.13203512080567,-2.8890487076998,-12.6000582142107,-24.345372104695,NA,NA,NA,2.14135409305059,-0.827851358298837,NA,NA,NA,NA
"CHUM",58,61,53,"No","Unavg",0.15325385247494,-2.66713483721681,-53.7881280019391,-27.9348634020109,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",58,44,52,"No","Unavg",0.150615413994185,-2.93889447274099,-46.6763171124704,-44.6274555681116,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",58,20,23,"No","Unavg",0.104879192664596,-3.68580575951238,-49.0592621479284,-21.9695423423784,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",58,18,25,"Yes","Unavg",0.0676189348842284,-3.06841530538328,-2.80582905497656,-13.4070483987337,NA,NA,NA,2.05209082338987,-0.0257876984835837,NA,NA,NA,NA
"GAOV",58,11,8,"No","Unavg",0.0950144086022687,-4.4223185010827,-10.8389942771755,-44.6798251946306,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",58,21,21,"No","Unavg",0.192459532942266,-3.92316678182022,-49.9186300909829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",58,20,39,"No","Unavg",0.115352154014105,-3.59215946914966,-41.5032649743149,-23.1003961201266,0.761036672104703,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",58,17,25,"No","Unavg",0.0562811536534706,-3.16299181494962,-25.2425661190642,-16.5078559378373,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",58,12,7,"No","Unavg",0.0680175880598053,-4.22829739475612,-36.5246278688265,-15.1325761730114,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",58,17,10,"No","Unavg",0.147649917031577,-4.96860388687125,-74.1315795851578,-19.545058479956,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",58,48,67,"No","Unavg",0.208610567120926,-3.72079401776534,-83.688642486252,-43.1105870400875,0.466016658400401,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",58,61,60,"No","Unavg",0.263419258517607,-4.66128269469855,-127.129171410374,-52.062850677271,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",58,26,15,"No","Unavg",0.0657791360617926,-2.61930086176513,7.07833882444433,-4.88207782983455,-1.483158341455,13.6661718445782,-41.2250845639661,NA,NA,NA,NA,NA,NA
"OPHO",58,29,13,"No","Unavg",0.157235978809591,-3.14102964885332,-39.2098281640496,-3.40140684445931,-1.94115923052044,-14.577702613585,-66.2345902828799,NA,NA,NA,NA,NA,NA
"PAMY",58,127,104,"Yes","Unavg",0.0521921468215099,-0.708748685876209,-11.2465547730478,-11.4137854102879,NA,NA,NA,0.692327014232445,-0.420191356561587,NA,NA,NA,NA
"POMU",58,20,9,"No","Unavg",0.219199196139478,-4.21792531874775,-56.2242389136196,NA,-0.899558948841054,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",58,47,21,"No","Unavg",0.0992574633972703,-2.40524944507038,-33.8967865880333,-14.8226721284271,-0.621178094441997,16.5762431599033,NA,NA,NA,NA,NA,NA,NA
"RULA",58,18,10,"No","Unavg",0.194700258511712,-5.39978061968439,78.4947387517438,-64.0004228785817,-0.645557911640728,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",58,33,22,"No","Unavg",0.104988437865732,-3.08279238720626,-41.6483436511176,-28.5657017172874,-0.450571612724537,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",58,23,20,"No","Unavg",0.0411646725254569,-2.97271433610808,3.84102119809318,-19.3877286700287,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",58,15,20,"No","Unavg",0.048903145142808,-3.21270311308907,-19.4629617165284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",58,48,21,"No","Unavg",0.147703414814188,-2.54736675538667,35.8807427643089,-23.6914967304575,-0.966157297445624,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",58,17,30,"No","Unavg",0.10684866522544,-3.75900634719285,-42.0526526818908,-18.5224607394107,0.632571393427125,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",58,34,42,"No","Unavg",0.0470560663061693,-2.35633652594757,-19.4921084256109,-8.11217614265576,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",58,10,26,"No","Unavg",0.195248719323642,-6.11369239344699,-102.805836184796,-35.2016537337126,1.05933308996442,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",58,95,112,"Yes","Unavg",0.0954375199881765,-1.2490312687212,11.6050245715422,-21.8714334518615,NA,NA,NA,-1.5526178618676,0.325669187558609,49.50240758538,-7.38229288796827,NA,NA
"VASI",58,24,26,"No","Unavg",0.17625452821901,-3.83999785280417,54.3511225841667,-16.5994169806432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",59,72,59,"No","Unavg",0.244082375622598,-3.52342558809204,-92.2900987055935,-34.7574252385554,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",59,15,13,"No","Unavg",0.0617824065731635,-3.71241288386169,-30.9490762131095,-17.8904964417402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",59,10,18,"Yes","Unavg",0.0962831619649572,-3.6687749680583,-11.9688011114787,NA,NA,NA,NA,2.21459200392922,-0.0480922576145218,9.09594908570815,36.2085605268963,NA,NA
"AMAL",59,42,44,"No","Unavg",0.111221958578913,-2.65787647695066,-40.0980081747696,-17.6151121315892,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",59,42,28,"Yes","Unavg",0.0482623987872984,-2.26729402443731,-21.0142400725167,-8.01020932641227,NA,NA,NA,0.322989777189884,-0.373292370242785,2.29181631508839,20.3868132881415,NA,NA
"ATFI",59,24,30,"No","Unavg",0.0782405405717825,-2.97090876954505,-30.9287661486433,-10.2011484477869,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",59,33,19,"Yes","Unavg",0.062789602475859,-2.51380853677824,-13.6490278690067,-16.4905244251425,NA,NA,NA,0.674157383247682,-0.828461647686713,NA,NA,NA,NA
"CEVE",59,26,19,"Yes","Unavg",0.115528853192987,-2.86900707403686,-12.2375666030149,-23.3395575413007,NA,NA,NA,1.80948785304362,-0.926022259271681,NA,NA,NA,NA
"CHUM",59,61,49,"No","Unavg",0.168615565726621,-2.35952998268708,-44.2190874957775,-26.3488143190662,-1.66635811287287,-51.2526903288411,-22.5132894681679,NA,NA,NA,NA,NA,NA
"CLUN",59,44,50,"No","Unavg",0.150739297705463,-2.96722918930488,-45.8919474113066,-45.4478410982895,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",59,20,21,"No","Unavg",0.0999249532872908,-3.69002599337275,-47.1813369644698,-21.761124592176,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",59,18,23,"Yes","Unavg",0.132006895594897,-3.24902605499766,-7.64645576169285,-23.6894243520847,NA,NA,NA,2.52756651814988,-0.337409436567356,NA,NA,NA,NA
"GAOV",59,11,9,"No","Unavg",0.096856471565593,-4.36331124893833,-8.11099485904441,-44.6830742741502,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",59,21,22,"No","Unavg",0.188992902337923,-3.85776150431333,-48.8762698396109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",59,20,45,"No","Unavg",0.102145719149061,-3.33572418522536,-30.5744889567122,-19.0328508535392,0.922762248942707,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",59,17,22,"No","Unavg",0.0627416514812387,-3.31967607555261,-28.2894974019138,-19.1357198573578,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",59,12,10,"No","Unavg",0.072697602935248,-3.87243879694172,-26.468305102295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",59,17,11,"No","Unavg",0.150654070426695,-5.03676290174705,-77.8758751672085,-21.4054353577136,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",59,48,66,"No","Unavg",0.203855359838245,-3.6501858151063,-81.1792106825712,-42.0819306524955,0.442746106053486,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",59,61,58,"No","Unavg",0.261790067396191,-4.66153632871209,-126.243161762842,-50.9767910650011,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",59,26,11,"No","Unavg",0.0392360880615502,-2.65291639282373,7.26781605759439,-9.45362709776429,-0.905412839851604,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",59,29,16,"No","Unavg",0.127123230331702,-3.14102964885332,-39.2098281640497,-3.40140684445933,-0.744585971748533,-1.24397534639139,-27.6723384993237,NA,NA,NA,NA,NA,NA
"PAMY",59,127,106,"Yes","Unavg",0.0499521323423245,-0.712177555663255,-11.6391082774875,-11.6177314156429,NA,NA,NA,0.454149004252615,-0.357051015416037,NA,NA,NA,NA
"POMU",59,20,9,"No","Unavg",0.207562432864294,-4.10131326963084,-53.1500715767879,NA,-0.893112861081095,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",59,47,20,"No","Unavg",0.116108774079208,-2.40367765618588,-34.0257250721142,-13.5715630787397,-0.971000078389454,NA,NA,NA,NA,NA,NA,NA,NA
