"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Rsquared","Intercept","Elevation.m","Elevation.m2","Data.Type.nofi","Data.Type.Elevation.m.nofi","Data.Type.Elevation.m2.nofi","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi"
"ACGL",12,15,13,"No","Unavg",0.0630653744489295,-3.71746904764013,-31.6449704456104,-16.5034238527334,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",12,10,19,"Yes","Unavg",0.137695499688306,-3.6687749680583,-11.9688011114787,NA,NA,NA,NA,2.67259714630286,-0.174429373496964,6.05897705292108,32.9781965657865,NA,NA
"AMAL",12,42,46,"No","Unavg",0.118957100370351,-2.73082948428217,-43.8026847105696,-21.5120237406586,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",12,42,28,"Yes","Unavg",0.0482623987872984,-2.26729402443731,-21.0142400725167,-8.01020932641227,NA,NA,NA,0.322989777189884,-0.373292370242785,2.29181631508839,20.3868132881415,NA,NA
"ATFI",12,24,29,"No","Unavg",0.076099162558421,-2.97831839487527,-30.3412547016138,-10.0447268369798,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",12,33,20,"Yes","Unavg",0.0552992110338589,-2.48749244505605,-13.0921353915962,-14.7016058219708,NA,NA,NA,0.654912829965711,-0.752902790051945,NA,NA,NA,NA
"CEVE",12,26,22,"Yes","Unavg",0.120257971533839,-2.89662679647825,-11.6150848341692,-25.1269306031322,NA,NA,NA,1.99914787862824,-0.73777299037125,NA,NA,NA,NA
"CHUM",12,61,47,"No","Unavg",0.158169981910091,-2.49425385275699,-48.9668493772038,-30.7690107039325,-0.735063375468774,-17.0066621995153,NA,NA,NA,NA,NA,NA,NA
"CLUN",12,44,50,"No","Unavg",0.14315430417074,-2.89734003619813,-45.0051796669228,-42.1010206088033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",12,20,23,"No","Unavg",0.10508176366026,-3.66121667828646,-48.2327788562925,-20.2228798097569,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",12,18,23,"Yes","Unavg",0.124466753917261,-3.30022943905513,-10.0912947865456,-25.7804242855938,NA,NA,NA,2.40947330405176,-0.25439177977695,NA,NA,NA,NA
"GAOV",12,11,7,"No","Unavg",0.114298339205594,-4.71541781043735,-7.85098634692181,-53.2192676058596,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",12,21,23,"No","Unavg",0.184211744585728,-3.78351131627647,-47.5559697031931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",12,20,50,"No","Unavg",0.124770209080103,-3.44960953583661,-36.262879923966,-18.7365764363142,1.05741906399575,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",12,17,23,"No","Unavg",0.054483194666925,-3.20578411458524,-24.7761778845079,-16.2802879941092,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",12,12,10,"No","Unavg",0.0551689489149529,-3.76461520433839,-22.2072543696073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",12,17,10,"No","Unavg",0.147347153511209,-4.9765389321589,-74.4661334370302,-19.8463113264628,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",12,48,65,"No","Unavg",0.202238736645613,-3.6355500865792,-80.7644610533087,-41.2526483924446,0.420437836260854,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",12,61,57,"No","Unavg",0.259684678679076,-4.65390367435237,-125.60700844027,-51.0311271484358,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",12,26,13,"No","Unavg",0.0361867782598064,-2.67112563722383,7.62272454582819,-11.049194774277,-0.733009169689056,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",12,29,16,"No","Unavg",0.122987951853544,-3.14102964885333,-39.2098281640496,-3.40140684445928,-0.588008781425304,3.88034123758122,-22.6150655764166,NA,NA,NA,NA,NA,NA
"PAMY",12,127,101,"Yes","Unavg",0.056304486448423,-0.709634487640902,-11.9092906740961,-10.8611231724657,NA,NA,NA,0.805130123888374,-0.485382122625312,NA,NA,NA,NA
"POMU",12,20,9,"No","Unavg",0.191809779165618,-3.95206702856803,-49.1115754562657,NA,-0.885043709156871,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",12,47,21,"No","Unavg",0.100483891079826,-2.31021509677116,-29.5977217340642,-13.0389320423599,-0.911814113397802,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",12,18,12,"No","Unavg",0.188129297617204,-5.63781879534,79.9849401592961,-63.8523618799584,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",12,33,19,"No","Unavg",0.109377695615605,-3.09966579240778,-41.9710174269899,-29.5479721241456,-0.611079678968114,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",12,23,23,"No","Unavg",0.0303339729882517,-2.84100461963145,5.43666061796411,-15.2041243255145,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",12,15,21,"No","Unavg",0.0510996343245471,-3.19177827539816,-19.905963205843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",12,48,20,"No","Unavg",0.146641735339201,-2.52144883600425,34.836648224313,-23.395970459465,-1.01816881346492,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",12,17,32,"No","Unavg",0.118615882775478,-3.85556846311619,-45.8059828566148,-19.4611535827503,0.708747800416984,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",12,34,38,"No","Unavg",0.0492444496361184,-2.44294158850181,-20.3618607618371,-10.4782732204015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",12,10,25,"No","Unavg",0.18876708591142,-6.20646869729318,-106.571035182589,-39.3982519580127,1.01227163465686,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",12,95,108,"Yes","Unavg",0.104885050373435,-1.27453560839654,11.9421295396701,-23.6685349216937,NA,NA,NA,-1.92163062588891,0.292440212090936,47.296287102687,-5.43422656524373,NA,NA
"VASI",12,24,26,"No","Unavg",0.180195106681599,-3.79909366668702,52.8085649242138,-14.0410464574227,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",13,72,58,"No","Unavg",0.246159185597465,-3.36824199963335,-91.7835904482976,-34.223334487597,-0.315327385792967,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",13,15,13,"No","Unavg",0.0615584460585414,-3.68891677596723,-30.7325745003253,-14.692407473692,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",13,10,17,"Yes","Unavg",0.143125330176977,-3.6687749680583,-11.9688011114787,NA,NA,NA,NA,2.50191749101908,-0.493139392527657,1.38272544175423,39.8831140250798,NA,NA
"AMAL",13,42,44,"No","Unavg",0.106240333774688,-2.63200844043417,-38.7281217902347,-18.806485653897,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",13,42,28,"Yes","Unavg",0.0525906040149248,-2.27896925549476,-21.5333302679918,-8.83813915089834,NA,NA,NA,0.650486271913816,-0.420744476842149,8.45133844102525,18.7812787543585,NA,NA
"ATFI",13,24,29,"No","Unavg",0.0756604602854237,-3.00115360826453,-31.1848460628414,-12.4900691997976,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",13,32,29,"No","Unavg",0.392610593666495,-7.74836537765774,155.760899416883,-35.7228507820847,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",13,33,20,"Yes","Unavg",0.0587254044002898,-2.50482567801959,-12.5565390041284,-16.5612609596276,NA,NA,NA,0.676729485064768,-0.755651396006003,NA,NA,NA,NA
"CEVE",13,26,19,"Yes","Unavg",0.112356257297274,-2.84688274914017,-11.165881734528,-22.4645696563766,NA,NA,NA,1.79687944656729,-0.924917668622456,NA,NA,NA,NA
"CHUM",13,61,52,"No","Unavg",0.157290845661515,-2.41698519550764,-46.2583775188837,-28.2709922868966,-0.658422654758539,-19.0337295582943,NA,NA,NA,NA,NA,NA,NA
"CLUN",13,44,51,"No","Unavg",0.153506210839756,-2.98759395909999,-47.3590740591493,-46.0796238971339,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",13,20,25,"No","Unavg",0.109198578019723,-3.68545909116059,-50.9228631361491,-22.8012510736219,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",13,18,25,"Yes","Unavg",0.0950025118146789,-3.07971145234494,-3.10069795677509,-14.2132545217343,NA,NA,NA,2.3563319578997,-0.167333533346696,NA,NA,NA,NA
"GAOV",13,11,6,"No","Unavg",0.115624544647139,-4.85346400663623,-14.6128793897917,-55.5376606547467,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",13,21,19,"No","Unavg",0.181404845706219,-3.90332222319371,-47.8002345639403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",13,20,44,"No","Unavg",0.116848994977056,-3.49023005270732,-37.7524296079828,-20.1130523935109,0.902479494035509,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",13,17,24,"No","Unavg",0.0602807760559662,-3.23240374383467,-26.818242439914,-18.3249610985243,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",13,12,7,"No","Unavg",0.0517367968846797,-3.90640260688016,-21.7364883615569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",13,17,9,"No","Unavg",0.155629923535973,-4.79456522634449,-77.2178058961532,-22.2002179565995,-0.679951242202424,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",13,48,65,"No","Unavg",0.208138516206903,-3.76950174279204,-85.3989725629929,-43.8980239410729,0.422723550123028,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",13,61,56,"No","Unavg",0.262696417688025,-4.71765303164003,-127.13381099565,-50.0818373569471,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",13,26,11,"No","Unavg",0.0222775937184027,-2.57963390914446,NA,NA,-0.900206599828431,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",13,29,13,"No","Unavg",0.158593491654315,-3.14102964885332,-39.2098281640497,-3.40140684445933,-2.37563784205774,-37.9823791163017,-70.632055774757,NA,NA,NA,NA,NA,NA
"PAMY",13,127,107,"Yes","Unavg",0.0562450962711584,-0.710913043477066,-12.6954385859922,-10.165667971396,NA,NA,NA,0.9171310325611,-0.402798085570653,NA,NA,NA,NA
"POMU",13,20,8,"No","Unavg",0.192603687485366,-3.92722200413239,-48.4261992908191,NA,-1.00947148184242,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",13,47,20,"No","Unavg",0.105914588736087,-2.33546116451074,-30.7476018655412,-13.6093836020838,-0.965999570416887,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",13,18,11,"No","Unavg",0.187711922862421,-5.71087274532831,80.8204469476268,-64.5831386037275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",13,33,20,"No","Unavg",0.108376271405113,-3.10335465425336,-42.1800439876019,-29.5140531201738,-0.555293499970454,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",13,23,22,"No","Unavg",0.0403971736680566,-2.91731432506681,6.52304900869657,-18.2987149693887,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",13,15,23,"No","Unavg",0.0485632736830518,-3.11865386170056,-19.1783655424375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",13,48,20,"No","Unavg",0.159889339223199,-2.63539053368773,39.0087919502198,-25.3216015737626,-1.02551959682244,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",13,17,31,"No","Unavg",0.112761673879616,-3.79491749144571,-43.5187583123217,-18.1335952883241,0.671127332918829,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",13,34,41,"No","Unavg",0.0474338594271231,-2.37855415345801,-19.6720812266613,-9.10375054844835,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",13,10,24,"No","Unavg",0.186436233592941,-6.01483118216577,-99.5326079334181,-33.7682507767616,0.965790058120314,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",13,95,114,"Yes","Unavg",0.10032398353787,-1.25642062864327,11.7046555353622,-22.4026158876437,NA,NA,NA,-1.94748780070945,0.37076912695111,53.5702209733108,-6.65400914349994,NA,NA
"VASI",13,24,23,"No","Unavg",0.170035921292131,-3.77198515724098,49.8587830737013,-12.8321281507431,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",14,72,61,"No","Unavg",0.247996840653314,-3.5410989513582,-93.6736223814926,-35.1854904494313,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",14,15,13,"No","Unavg",0.0576561011160284,-3.66148606645153,-28.9356884175838,-16.2856988068645,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",14,10,19,"Yes","Unavg",0.11763308857728,-3.6687749680583,-11.9688011114786,NA,NA,NA,NA,2.53589226078496,-0.0603923632503106,10.276552732928,32.8260079110508,NA,NA
"AMAL",14,42,42,"No","Unavg",0.110271392263188,-2.70157644200797,-40.5460057395366,-18.9580176945546,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",14,42,27,"Yes","Unavg",0.0508846625437349,-2.27131879407781,-21.195057669124,-8.30092006051288,NA,NA,NA,0.3266703811351,-0.422976489444202,2.32418314206295,18.5094077239959,NA,NA
"ATFI",14,24,28,"No","Unavg",0.0761013312743698,-2.98913770110359,-29.8989413999887,-8.89359925358846,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",14,32,30,"No","Unavg",0.392977100786278,-7.6491211457215,153.970092143033,-35.2348893428154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",14,33,22,"Yes","Unavg",0.0530120433053183,-2.50262855645579,-14.1999754421934,-15.0807092060377,NA,NA,NA,0.657248316571817,-0.620662424035502,NA,NA,NA,NA
"CEVE",14,26,19,"Yes","Unavg",0.0962141873002548,-2.82718848207244,-10.1838619446397,-21.658488971384,NA,NA,NA,1.61542650672161,-0.824500604011931,NA,NA,NA,NA
"CHUM",14,61,55,"No","Unavg",0.156033075043384,-2.67158457049271,-54.7183554999767,-28.9692778607724,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",14,44,49,"No","Unavg",0.131022194270948,-2.80170509972715,-43.3872163988515,-36.6682611374909,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",14,20,20,"No","Unavg",0.0971240519040729,-3.67945029920705,-45.7783449599682,-20.9183756255527,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",14,18,27,"Yes","Unavg",0.103130595251064,-3.15237403820762,-0.786387257420802,-19.1118975921561,NA,NA,NA,2.06827682606389,0.00335485502408296,-26.0845223162304,9.26291720123768,NA,NA
"GAOV",14,11,7,"No","Unavg",0.100445087822752,-4.58981024036433,-16.1973897584785,-48.1197238569187,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",14,21,21,"No","Unavg",0.188921614053975,-3.89302781628673,-49.0889969714841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",14,20,40,"No","Unavg",0.125714391806702,-3.3268015711512,-28.9653482166518,-21.1325737781955,0.282532220699587,-23.0402503876317,NA,NA,NA,NA,NA,NA,NA
"GYDR",14,17,21,"No","Unavg",0.0584450217027058,-3.30427440839274,-26.9914561644919,-16.8408797035746,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",14,12,9,"No","Unavg",0.0549682080171513,-3.81512885505422,-22.2865757973497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",14,17,12,"No","Unavg",0.157054506716068,-5.0996265745013,-80.880174982084,-21.7451646620781,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",14,48,65,"No","Unavg",0.213697459950347,-3.89397652773159,-89.7818285908001,-45.683949949296,0.424785352068563,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",14,61,57,"No","Unavg",0.260470768590289,-4.69239278848893,-126.910097708362,-51.7498745787337,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",14,26,12,"No","Unavg",0.0184463573071753,-2.57963390914452,NA,NA,-0.810390171918212,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",14,29,15,"No","Unavg",0.126843089413159,-3.14102964885333,-39.2098281640496,-3.40140684445929,-0.713885634040119,0.942469363186768,-22.7283561243555,NA,NA,NA,NA,NA,NA
"PAMY",14,127,106,"Yes","Unavg",0.0438105664339783,-0.702712288203406,-10.6615647652167,-10.9061750452756,NA,NA,NA,0.32026051795343,-0.338873662204672,NA,NA,NA,NA
"POMU",14,20,10,"No","Unavg",0.20808481449043,-4.13134244087586,-53.947950308999,NA,-0.780407215037156,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",14,47,23,"No","Unavg",0.0999907786957284,-2.32925687463174,-30.6160408603257,-12.7104605827946,-0.814230852761974,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",14,18,12,"No","Unavg",0.188129297617204,-5.63781879534,79.9849401592961,-63.8523618799584,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",14,33,21,"No","Unavg",0.114488998013728,-3.53037638591147,-54.8894061731184,-43.7824649401872,0.297510060608851,24.6408370755256,31.7952160124391,NA,NA,NA,NA,NA,NA
"RUPE",14,23,25,"No","Unavg",0.0438045480107679,-2.86269036131745,8.47646970815361,-18.5158784498191,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",14,15,22,"No","Unavg",0.0507453660971535,-3.15915999301157,-19.7531026637003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",14,48,19,"No","Unavg",0.146394184712713,-2.49884539971556,34.2937091014623,-22.3981157643625,-1.07281752679224,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",14,17,31,"No","Unavg",0.114764540358538,-3.83202462317199,-44.90320321317,-19.2173406294151,0.671631011856021,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",14,34,40,"No","Unavg",0.0543959072098673,-2.44188124326273,-21.8261579265938,-11.665720279794,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",14,10,24,"No","Unavg",0.193942412779863,-6.2771658071162,-107.704956671738,-35.8619811065162,0.968471193075381,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",14,95,106,"Yes","Unavg",0.107254241053998,-1.28041547084342,12.0172991119428,-24.069309203275,NA,NA,NA,-1.63343565033215,0.222341474299036,52.6945839381455,-3.45309390466787,NA,NA
"VASI",14,24,30,"No","Unavg",0.186445880723196,-3.76994700127521,54.7324179885578,-15.3819278184241,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",15,72,60,"No","Unavg",0.246646987377668,-3.52656415371241,-92.7572938289709,-34.5485375061628,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",15,15,13,"No","Unavg",0.0571964973579645,-3.66332360861071,-28.4388077436846,-17.7660239411861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",15,10,18,"Yes","Unavg",0.0828445415469655,-3.66877491294765,-11.968799651132,NA,NA,NA,NA,2.00023325442259,0.0834360876980917,3.62594275053371,34.7520836306635,NA,NA
"AMAL",15,42,44,"No","Unavg",0.115408779377726,-2.71690165347397,-42.3157788512116,-19.7566197583707,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",15,42,26,"Yes","Unavg",0.0569617911671221,-2.27899180400564,-21.5343174201512,-8.83969460825059,NA,NA,NA,0.650511907285886,-0.520193544706608,8.45180057984149,22.4922798374927,NA,NA
"ATFI",15,24,28,"No","Unavg",0.0747193285872466,-3.01469895527069,-30.8794062853859,-12.1139325128,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",15,33,20,"Yes","Unavg",0.0616098353890678,-2.48316260375398,-13.6660162735416,-13.7788813596171,NA,NA,NA,0.867252036471245,-0.824383369830409,NA,NA,NA,NA
"CEVE",15,26,21,"Yes","Unavg",0.121013296710443,-2.87498782782211,-11.5962470715232,-23.928784392451,NA,NA,NA,1.98020386865003,-0.827440794299257,NA,NA,NA,NA
"CHUM",15,61,43,"No","Unavg",0.15689154592235,-2.45415947425845,-47.5659344797202,-29.4842277117546,-0.900155259885927,-18.9896121240768,NA,NA,NA,NA,NA,NA,NA
"CLUN",15,44,54,"No","Unavg",0.149785251042524,-2.88854665781538,-45.8878585547316,-43.9368788721483,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",15,20,25,"No","Unavg",0.109198578019723,-3.68545909116059,-50.9228631361491,-22.8012510736219,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",15,18,24,"Yes","Unavg",0.089208433804274,-3.10732310295302,-6.81928713678008,-15.2561528089434,NA,NA,NA,2.23561348448953,-0.168026505405797,NA,NA,NA,NA
"GAOV",15,11,9,"No","Unavg",0.0982718658985113,-4.40639473953119,-13.0485562227055,-45.8551304863133,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",15,21,21,"No","Unavg",0.201768931222759,-4.00461550209717,-52.1332624556702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",15,20,42,"No","Unavg",0.104472512354451,-3.4058908743228,-33.9146509425261,-19.6202745526723,0.843259283072584,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",15,17,24,"No","Unavg",0.0647421151574528,-3.27691638294752,-28.9589534567591,-19.0629917568795,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",15,12,10,"No","Unavg",0.0631921252162793,-3.81280264834077,-24.1782542754213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",15,17,9,"No","Unavg",0.157910607084056,-4.64529253285576,-71.4006009258,-17.7795585646278,-0.681595089716468,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",15,48,64,"No","Unavg",0.208461515454567,-3.79557462224067,-86.4286085896569,-43.5718078261112,0.400748132590811,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",15,61,54,"No","Unavg",0.255530725763291,-4.63854269556206,-123.813707402121,-50.0254531299351,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",15,26,12,"No","Unavg",0.0541361896479037,-2.61930086176513,7.07833882444431,-4.88207782983454,-1.32792386267487,5.52967613879843,-28.8741459726841,NA,NA,NA,NA,NA,NA
"OPHO",15,29,16,"No","Unavg",0.116447486107329,-3.40400216635998,-50.077597194841,-11.3823542565579,0.0098078030163326,26.1252064748373,NA,NA,NA,NA,NA,NA,NA
"PAMY",15,127,108,"Yes","Unavg",0.0422536839923565,-0.696613935140662,-10.1349936211978,-10.2718614957992,NA,NA,NA,0.552849518595673,-0.337014065278625,NA,NA,NA,NA
"POMU",15,20,9,"No","Unavg",0.191933173422277,-3.95319790926356,-49.1426760821134,NA,-0.885104159934423,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",15,47,21,"No","Unavg",0.101186976588775,-2.32797892721673,-30.0958415753837,-14.7213913679449,-0.911644223666955,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",15,18,12,"No","Unavg",0.187495298594523,-5.63486283673886,80.4060331393358,-63.1712247186409,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",15,33,19,"No","Unavg",0.124623305655639,-3.3400898494716,-51.1835103858706,-34.5902605003565,-0.614725252873861,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",15,23,23,"No","Unavg",0.0422699614856628,-2.90252860525338,7.21799567622354,-18.6128006021528,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",15,15,21,"No","Unavg",0.0485870243006769,-3.17955344441305,-19.3181877889035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",15,48,21,"No","Unavg",0.159018673233054,-2.64479488983275,39.5868077463094,-24.9562588706664,-0.972193172576353,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",15,17,27,"No","Unavg",0.101649490189865,-3.7536428295351,-41.9061174461078,-17.7753827999901,0.513220321631622,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",15,34,39,"No","Unavg",0.051454089389164,-2.43352933512964,-21.0420491863671,-9.55580599727715,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",15,95,113,"Yes","Unavg",0.105727902370621,-1.27924012423255,12.0023440231697,-23.9895693833078,NA,NA,NA,-1.63042093998812,0.34843968783789,52.576531766376,-10.6103554003753,NA,NA
"VASI",15,24,26,"No","Unavg",0.17680121565023,-3.8168396467469,53.5687305407505,-15.6400651208409,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",16,72,57,"No","Unavg",0.24760144092519,-3.39373677978662,-92.6469141190285,-34.2690966429761,-0.340698730812484,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",16,15,13,"No","Unavg",0.0617411519384117,-3.70870336732977,-30.9760615087943,-17.2876714452893,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",16,10,19,"Yes","Unavg",0.135611169044463,-3.6687749680583,-11.9688011114786,NA,NA,NA,NA,2.67259714630285,-0.143430597260585,6.05897705292099,31.6934990565226,NA,NA
"AMAL",16,42,41,"No","Unavg",0.108591468004871,-2.71269879972739,-40.2738935893249,-19.5972988091447,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",16,42,27,"Yes","Unavg",0.0478291324470348,-2.24930486246342,-20.1770851217795,-6.62907932821561,NA,NA,NA,0.305148573694003,-0.42764729577136,2.1334115898544,21.6028011028455,NA,NA
"ATFI",16,24,30,"No","Unavg",0.0788017942190297,-2.96889991997486,-30.8498825638726,-9.7044328230663,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",16,33,21,"Yes","Unavg",0.0547982953216782,-2.50086818797389,-14.6501195915066,-14.4902121117296,NA,NA,NA,0.649588875860183,-0.68435479134857,NA,NA,NA,NA
"CEVE",16,26,23,"Yes","Unavg",0.128114523729795,-2.89908278788507,-14.3653132574764,-24.1640115971798,NA,NA,NA,2.13849682257934,-0.736089204437606,NA,NA,NA,NA
"CHUM",16,61,47,"No","Unavg",0.159305640315112,-2.50880155280087,-49.4729205754949,-31.2295392499636,-0.741556195398959,-17.2516249844177,NA,NA,NA,NA,NA,NA,NA
"CLUN",16,44,49,"No","Unavg",0.140447232068666,-2.88355561260819,-44.0123437035151,-41.4012327889284,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",16,20,23,"No","Unavg",0.104861775956254,-3.67080121557524,-48.5561704232706,-20.9925800929795,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",16,18,26,"Yes","Unavg",0.100038139371661,-3.12140791716071,-4.97187314228163,-16.7652552750854,NA,NA,NA,2.40335048145962,-0.0967672604383149,NA,NA,NA,NA
"GAOV",16,11,9,"No","Unavg",0.117898436946105,-4.61509279750166,-7.42317931433399,-53.5921228936141,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",16,21,21,"No","Unavg",0.182836276921565,-3.84222279704727,-47.6769744542992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",16,20,45,"No","Unavg",0.0997422947563953,-3.31261456755545,-29.6809114566537,-18.2771919879188,0.921711279010815,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",16,17,22,"No","Unavg",0.0553746290554599,-3.24335825886747,-25.4613839304288,-16.1139443025813,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",16,12,8,"No","Unavg",0.0581044379528292,-3.88842044798107,-23.211159088194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",16,17,8,"No","Unavg",0.149742363460723,-3.83391171966664,-40.4883301370138,NA,-0.811039540500282,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",16,48,67,"No","Unavg",0.206126086062871,-3.66920925649367,-81.8566325668816,-42.3593478247145,0.465008817206562,NA,NA,NA,NA,NA,NA,NA,NA
