"Plot","Species.Code","Year","Percent.Cover","Num","Cover.Class","Elevation.m","Data.Type","Fires"
"Copp6024","VAME",2015,1,122,"1",1350,"Resurvey","Unburned"
"Copp6024","MEFE",2015,0.1,78,"1",1350,"Resurvey","Unburned"
"Copp6024","MOSS",2015,6.875,79,"2",1350,"Resurvey","Unburned"
"Copp6026","VAPA",2015,1.66666666666667,123,"1",1037,"Resurvey","Unburned"
"Copp6026","PAMY",2015,1,83,"1",1037,"Resurvey","Unburned"
"Copp6026","GOOB",2015,0.2,51,"1",1037,"Resurvey","Unburned"
"Copp6026","CHUM",2015,2,26,"1",1037,"Resurvey","Unburned"
"Copp6026","MOSS",2015,5.375,79,"2",1037,"Resurvey","Unburned"
"Copp6026","LIBO",2015,1,64,"1",1037,"Resurvey","Unburned"
"Copp6026","VAME",2015,0.1,122,"1",1037,"Resurvey","Unburned"
"Copp6026","HIXX",2015,0.2,58,"1",1037,"Resurvey","Unburned"
"Copp6026","GAOV",2015,1.25,48,"1",1037,"Resurvey","Unburned"
"Copp6028","GOOB",2015,1.5,51,"1",892,"Resurvey","Unburned"
"Copp6028","TABR",2015,4,114,"1",892,"Resurvey","Unburned"
"Copp6028","MANE",2015,1,76,"1",892,"Resurvey","Unburned"
"Copp6028","GAOV",2015,0.1,48,"1",892,"Resurvey","Unburned"
"Copp6028","MOSS",2015,80,79,"5",892,"Resurvey","Unburned"
"Copp6028","LIBO",2015,0.1,64,"1",892,"Resurvey","Unburned"
"Copp6030","RUPE",2015,2,100,"1",710,"Resurvey","Unburned"
"Copp6030","COCA",2015,2.66666666666667,30,"1",710,"Resurvey","Unburned"
"Copp6030","GOOB",2015,1.5,51,"1",710,"Resurvey","Unburned"
"Copp6030","MOSS",2015,91.25,79,"5",710,"Resurvey","Unburned"
"Copp6030","LIBO",2015,9.33333333333333,64,"2",710,"Resurvey","Unburned"
"Copp6030","VAAL",2015,9,120,"2",710,"Resurvey","Unburned"
"Copp6030","ACCI",2015,12.6,1,"2",710,"Resurvey","Unburned"
"Copp6032","MOSS",2015,72.5,79,"4",744,"Resurvey","Unburned"
"Copp6032","RUPE",2015,9,100,"2",744,"Resurvey","Unburned"
"Copp6032","LIBO",2015,0.1,64,"1",744,"Resurvey","Unburned"
"Copp6032","VAME",2015,1,122,"1",744,"Resurvey","Unburned"
"Copp6032","TABR",2015,0.1,114,"1",744,"Resurvey","Unburned"
"Copp6032","MEFE",2015,0.1,78,"1",744,"Resurvey","Unburned"
"Copp6034","MOSS",2015,35,79,"3",763,"Resurvey","Unburned"
"Copp6034","OPHO",2015,6,81,"2",763,"Resurvey","Unburned"
"Copp6034","ATFI",2015,2,18,"1",763,"Resurvey","Unburned"
"Copp6034","ACCI",2015,38.75,1,"3",763,"Resurvey","Unburned"
"Copp6034","MARA",2015,2,77,"1",763,"Resurvey","Unburned"
"Copp6034","COST",2015,2,32,"1",763,"Resurvey","Unburned"
"Copp6034","DIFO",2015,15,36,"2",763,"Resurvey","Unburned"
"Copp6036","VIXX",2015,0.1,130,"1",784,"Resurvey","Unburned"
"Copp6036","MOSS",2015,27,79,"3",784,"Resurvey","Unburned"
"Copp6036","ACCI",2015,62.5,1,"4",784,"Resurvey","Unburned"
"Copp6038","MOSS",2015,72.5,79,"4",851,"Resurvey","Unburned"
"Copp6038","VAAL",2015,4,120,"1",851,"Resurvey","Unburned"
"Copp6038","RUPE",2015,2,100,"1",851,"Resurvey","Unburned"
"Copp6040","VAME",2015,0.5,122,"1",988,"Resurvey","Unburned"
"Copp6040","MEFE",2015,0.1,78,"1",988,"Resurvey","Unburned"
"Copp6040","MOSS",2015,53.5,79,"4",988,"Resurvey","Unburned"
"Copp6042","MOSS",2015,7.5,79,"2",1483,"Resurvey","Unburned"
"Copp6042","VAME",2015,14.25,122,"2",1483,"Resurvey","Unburned"
"Copp6044","GOOB",2015,0.5,51,"1",1346,"Resurvey","Unburned"
"Copp6044","VADE",2015,9.25,121,"2",1346,"Resurvey","Unburned"
"Copp6044","SOSI",2015,2,108,"1",1346,"Resurvey","Unburned"
"Copp6044","CAXX",2015,5,24,"1",1346,"Resurvey","Unburned"
"Copp6044","VASI",2015,24.5,125,"2",1346,"Resurvey","Unburned"
"Copp6044","EPAN",2015,34.5,39,"3",1346,"Resurvey","Unburned"
"Copp6048","MOSS",2015,15,79,"2",1187,"Resurvey","Unburned"
"Copp6048","MARA",2015,13.75,77,"2",1187,"Resurvey","Unburned"
"Copp6048","HEXX",2015,0.1,55,"1",1187,"Resurvey","Unburned"
"Copp6048","RUSP",2015,25,101,"2",1187,"Resurvey","Unburned"
"Copp6048","VIXX",2015,0.1,130,"1",1187,"Resurvey","Unburned"
"Copp6048","ALRU",2015,35,8,"3",1187,"Resurvey","Unburned"
"Copp6048","SARA",2015,31,103,"3",1187,"Resurvey","Unburned"
"Copp6048","DIFO",2015,3,36,"1",1187,"Resurvey","Unburned"
"Copp6048","SAXX",2015,0.1,104,"1",1187,"Resurvey","Unburned"
"Copp6048","ATFI",2015,50,18,"3",1187,"Resurvey","Unburned"
"COT5141","CLUN",2015,12.75,28,"2",852,"Resurvey","Unburned"
"COT5141","LICO",2015,0.1,66,"1",852,"Resurvey","Unburned"
"COT5141","ACCI",2015,24.5,1,"2",852,"Resurvey","Unburned"
"COT5141","MOSS",2015,3.5,79,"1",852,"Resurvey","Unburned"
"COT5141","VAME",2015,0.1,122,"1",852,"Resurvey","Unburned"
"COT5141","GOOB",2015,2.125,51,"1",852,"Resurvey","Unburned"
"COT5141","PAMY",2015,21,83,"2",852,"Resurvey","Unburned"
"COT5141","AMAL",2015,5,10,"1",852,"Resurvey","Unburned"
"COT5143","COST",2015,5,32,"1",812,"Resurvey","Unburned"
"COT5143","MOSS",2015,1,79,"1",812,"Resurvey","Unburned"
"COT5143","ACCI",2015,35.5,1,"3",812,"Resurvey","Unburned"
"COT5143","PAMY",2015,1.25,83,"1",812,"Resurvey","Unburned"
"COT5145","LICO",2015,1,66,"1",805,"Resurvey","Unburned"
"COT5145","MOSS",2015,4.5,79,"1",805,"Resurvey","Unburned"
"COT5145","PAMY",2015,8,83,"2",805,"Resurvey","Unburned"
"COT5145","ACCI",2015,29.5,1,"3",805,"Resurvey","Unburned"
"Dia1","VIXX",2014,3,130,"1",617,"Resurvey","Unburned"
"Dia1","MOSS",2014,66.6666666666667,79,"4",617,"Resurvey","Unburned"
"Dia1","MANE",2014,7,76,"2",617,"Resurvey","Unburned"
"Dia1","VAME",2014,7,122,"1",617,"Resurvey","Unburned"
"Dia1","AMAL",2014,1.55,10,"1",617,"Resurvey","Unburned"
"Dia1","CHUM",2014,3,26,"1",617,"Resurvey","Unburned"
"Dia1","GOOB",2014,2.1,51,"1",617,"Resurvey","Unburned"
"Dia1","LIBO",2014,8.25,64,"2",617,"Resurvey","Unburned"
"Dia1","GASH",2014,10.75,49,"2",617,"Resurvey","Unburned"
"Dia1","VAPA",2014,20,123,"1",617,"Resurvey","Unburned"
"Dia2","AMAL",2014,0.1,10,"1",457,"Resurvey","Unburned"
"Dia2","PEDA",2014,12,84,"1",457,"Resurvey","Unburned"
"Dia2","HIAL",2014,3.5,56,"1",457,"Resurvey","Unburned"
"Dia2","HIAL",2014,3.5,56,"1",457,"Resurvey","Unburned"
"Dia2","ACMI",2014,2.83333333333333,3,"1",457,"Resurvey","Unburned"
"Dia2","MOSS",2014,55,79,"4",457,"Resurvey","Unburned"
"Dia230","MANE",2014,18.75,76,"2",625,"Resurvey","Unburned"
"Dia230","HODI",2014,0.1,59,"1",625,"Resurvey","Unburned"
"Dia230","CHUM",2014,1.05,26,"1",625,"Resurvey","Unburned"
"Dia230","PTAQ",2014,0.1,95,"1",625,"Resurvey","Unburned"
"Dia230","PAMY",2014,6.33333333333333,83,"1",625,"Resurvey","Unburned"
"Dia230","RUPA",2014,8.5,99,"1",625,"Resurvey","Unburned"
"Dia230","AMAL",2014,0.1,10,"1",625,"Resurvey","Unburned"
"Dia230","SPBE",2014,0.5,109,"1",625,"Resurvey","Unburned"
"Dia230","MAAQ",2014,5,75,"1",625,"Resurvey","Unburned"
"Dia230","MOSS",2014,14,79,"2",625,"Resurvey","Unburned"
"Dia230","COCA",2014,0.6,30,"1",625,"Resurvey","Unburned"
"Dia230","ACCI",2014,18.0613475177305,1,"NA",625,"Resurvey","Unburned"
"Dia231","COCA",2014,0.566666666666667,30,"1",543,"Resurvey","Unburned"
"Dia231","CHUM",2014,1.1,26,"1",543,"Resurvey","Unburned"
"Dia231","MEFE",2014,0.75,78,"1",543,"Resurvey","Unburned"
"Dia231","GOOB",2014,0.5,51,"1",543,"Resurvey","Unburned"
"Dia231","GASH",2014,2.5,49,"1",543,"Resurvey","Unburned"
"Dia231","MOSS",2014,57.5,79,"4",543,"Resurvey","Unburned"
"Dia231","VAPA",2014,1.05,123,"1",543,"Resurvey","Unburned"
"Dia232","GASH",2014,5.75,49,"2",427,"Resurvey","Unburned"
"Dia232","VAPA",2014,13,123,"2",427,"Resurvey","Unburned"
"Dia232","VAME",2014,0.1,122,"1",427,"Resurvey","Unburned"
"Dia232","PAMY",2014,0.1,83,"1",427,"Resurvey","Unburned"
"Dia232","PTAQ",2014,1.7,95,"1",427,"Resurvey","Unburned"
"Dia232","MOSS",2014,26.75,79,"3",427,"Resurvey","Unburned"
"Dia232","LIBO",2014,3,64,"1",427,"Resurvey","Unburned"
"Dia233","VAPA",2014,0.533333333333333,123,"1",408,"Resurvey","Unburned"
"Dia233","MANE",2014,8.66666666666667,76,"2",408,"Resurvey","Unburned"
"Dia233","PAMY",2014,0.5,83,"1",408,"Resurvey","Unburned"
"Dia233","ACCI",2014,18.0613475177305,1,"NA",408,"Resurvey","Unburned"
"Dia233","CHUM",2014,2.83333333333333,26,"1",408,"Resurvey","Unburned"
"Dia233","TRBO",2014,0.5,118,"1",408,"Resurvey","Unburned"
"Dia233","MOSS",2014,25.75,79,"3",408,"Resurvey","Unburned"
"Dia233","GASH",2014,13,49,"2",408,"Resurvey","Unburned"
"Dia233","GOOB",2014,0.5,51,"1",408,"Resurvey","Unburned"
"Dia233","LIBO",2014,17,64,"2",408,"Resurvey","Unburned"
"Dia233","PTAQ",2014,1,95,"1",408,"Resurvey","Unburned"
"Dia234","ACCI",2014,18.0613475177305,1,"NA",299,"Resurvey","Unburned"
"Dia234","TRBO",2014,2,118,"1",299,"Resurvey","Unburned"
"Dia234","VAPA",2014,0.1,123,"1",299,"Resurvey","Unburned"
"Dia234","MANE",2014,1,76,"1",299,"Resurvey","Unburned"
"Dia234","MOSS",2014,77.5,79,"5",299,"Resurvey","Unburned"
"Dia234","PAMY",2014,0.433333333333333,83,"1",299,"Resurvey","Unburned"
"Dia234","GASH",2014,0.1,49,"1",299,"Resurvey","Unburned"
"Dia234","PTAQ",2014,0.1,95,"1",299,"Resurvey","Unburned"
"Dia234","CHUM",2014,0.1,26,"1",299,"Resurvey","Unburned"
"Dia234","GOOB",2014,0.5,51,"1",299,"Resurvey","Unburned"
"Dia3","GASH",2014,5,49,"1",594,"Resurvey","Unburned"
"Dia3","HIAL",2014,0.1,56,"1",594,"Resurvey","Unburned"
"Dia3","ARUV",2014,30,15,"2",594,"Resurvey","Unburned"
"Dia3","CHUM",2014,0.1,26,"1",594,"Resurvey","Unburned"
"Dia3","PAMY",2014,0.1,83,"1",594,"Resurvey","Unburned"
"Dia3","MOSS",2014,71.25,79,"4",594,"Resurvey","Unburned"
"Dia3","VAXX",2014,17,126,"2",594,"Resurvey","Unburned"
"Dia5","MOSS",2014,17,79,"2",518,"Resurvey","Unburned"
"Dia5","MANE",2014,0.1,76,"1",518,"Resurvey","Unburned"
"Dia5","ACGL",2014,4.60222222222222,2,"NA",518,"Resurvey","Unburned"
"Dia5","GYDR",2014,0.1,52,"1",518,"Resurvey","Unburned"
"Dia5","GOOB",2014,0.1,51,"1",518,"Resurvey","Unburned"
"Dia5","PAMY",2014,0.1,83,"1",518,"Resurvey","Unburned"
"Dia5","ACCI",2014,18.0613475177305,1,"NA",518,"Resurvey","Unburned"
"Dia6","SPBE",2014,3,109,"1",671,"Resurvey","Unburned"
"Dia6","PAMY",2014,2,83,"1",671,"Resurvey","Unburned"
"Dia6","ACGL",2014,4.60222222222222,2,"NA",671,"Resurvey","Unburned"
"Dia6","MOSS",2014,30,79,"2",671,"Resurvey","Unburned"
"Dia6","MAAQ",2014,0.1,75,"1",671,"Resurvey","Unburned"
"Dia6","POMU",2014,0.1,91,"1",671,"Resurvey","Unburned"
"Dia6","ARUV",2014,3,15,"1",671,"Resurvey","Unburned"
"Dia6","VAME",2014,0.1,122,"1",671,"Resurvey","Unburned"
"Dia6","EPAN",2014,0.1,39,"1",671,"Resurvey","Unburned"
"Dia6","AMAL",2014,0.5,10,"1",671,"Resurvey","Unburned"
"Dia6","HODI",2014,0.1,59,"1",671,"Resurvey","Unburned"
"Dia6","CHUM",2014,1.1,26,"1",671,"Resurvey","Unburned"
"Dia6","RUPA",2014,0.1,99,"1",671,"Resurvey","Unburned"
"Dia6","MANE",2014,2,76,"1",671,"Resurvey","Unburned"
"Dia6","HIAL",2014,0.1,56,"1",671,"Resurvey","Unburned"
"Dia6","COCA",2014,2,30,"1",671,"Resurvey","Unburned"
"Dia6","LIBO",2014,1.73333333333333,64,"1",671,"Resurvey","Unburned"
"Dia6","LOCI",2014,1.25,67,"1",671,"Resurvey","Unburned"
"Dia8","GAOV",2014,0.15,48,"1",594,"Resurvey","Unburned"
"Dia8","MOSS",2014,82.5,79,"5",594,"Resurvey","Unburned"
"Dia8","GASH",2014,0.2,49,"1",594,"Resurvey","Unburned"
"Dia8","LIBO",2014,4.75,64,"1",594,"Resurvey","Unburned"
"Dia8","MANE",2014,1.06666666666667,76,"1",594,"Resurvey","Unburned"
"Dia8","ACCI",2014,18.0613475177305,1,"NA",594,"Resurvey","Unburned"
"Dia8","PAMY",2014,0.35,83,"1",594,"Resurvey","Unburned"
"Dia8","VAME",2014,2,122,"1",594,"Resurvey","Unburned"
"Dia8","HIAL",2014,0.1,56,"1",594,"Resurvey","Unburned"
"Dia8","AMAL",2014,2.73333333333333,10,"1",594,"Resurvey","Unburned"
"Dia8","CHUM",2014,1.675,26,"1",594,"Resurvey","Unburned"
"Dia8","GOOB",2014,0.1,51,"1",594,"Resurvey","Unburned"
"Dia8","COCA",2014,0.5,30,"1",594,"Resurvey","Unburned"
"Dia9","VAPA",2014,0.1,123,"1",381,"Resurvey","Unburned"
"Dia9","GASH",2014,31.75,49,"3",381,"Resurvey","Unburned"
"Dia9","LIBO",2014,6.5,64,"1",381,"Resurvey","Unburned"
"Dia9","VAME",2014,2.375,122,"1",381,"Resurvey","Unburned"
"Dia9","MOSS",2014,40,79,"3",381,"Resurvey","Unburned"
"Dia9","PAMY",2014,0.1,83,"1",381,"Resurvey","Unburned"
"Easy451","TROV",2014,0.1,119,"1",1195,"Resurvey","Unburned"
"Easy451","COCA",2014,1,30,"1",1195,"Resurvey","Unburned"
"Easy451","TITR",2014,0.1,116,"1",1195,"Resurvey","Unburned"
"Easy451","PAMY",2014,0.1,83,"1",1195,"Resurvey","Unburned"
"Easy451","RUPE",2014,0.75,100,"1",1195,"Resurvey","Unburned"
"Easy451","LIBO",2014,0.6,64,"1",1195,"Resurvey","Unburned"
"Easy451","MOSS",2014,25.75,79,"3",1195,"Resurvey","Unburned"
"Easy451","VAME",2014,1.9,122,"1",1195,"Resurvey","Unburned"
"Easy451","MARA",2014,0.1,77,"1",1195,"Resurvey","Unburned"
"Easy451","CLUN",2014,0.833333333333333,28,"1",1195,"Resurvey","Unburned"
"Easy451","RULA",2014,0.1,98,"1",1195,"Resurvey","Unburned"
"Easy452","RUPE",2014,3,100,"1",1372,"Resurvey","Unburned"
"Easy452","VIXX",2014,0.5,130,"1",1372,"Resurvey","Unburned"
"Easy452","MARA",2014,0.5,77,"1",1372,"Resurvey","Unburned"
"Easy452","VAME",2014,11.25,122,"2",1372,"Resurvey","Unburned"
"Easy452","MOSS",2014,3.5,79,"1",1372,"Resurvey","Unburned"
"Easy452","TITR",2014,3,116,"1",1372,"Resurvey","Unburned"
"Easy452","MEFE",2014,0.1,78,"1",1372,"Resurvey","Unburned"
"Easy452","RULA",2014,2,98,"1",1372,"Resurvey","Unburned"
"Easy452","CLUN",2014,3.5,28,"1",1372,"Resurvey","Unburned"
"Easy453","MARA",2014,0.5,77,"1",1408,"Resurvey","Unburned"
"Easy453","VAME",2014,5,122,"1",1408,"Resurvey","Unburned"
"Easy453","MOSS",2014,17,79,"2",1408,"Resurvey","Unburned"
"Easy453","RUPE",2014,3.625,100,"1",1408,"Resurvey","Unburned"
"Easy453","SOSI",2014,4,108,"1",1408,"Resurvey","Unburned"
"Easy453","VADE",2014,5,121,"1",1408,"Resurvey","Unburned"
"Easy453","RHAL",2014,6.25,96,"2",1408,"Resurvey","Unburned"
"Easy454","PHEM",2014,15.25,89,"2",1564,"Resurvey","Unburned"
"Easy454","SOSI",2014,4.75,108,"1",1564,"Resurvey","Unburned"
"Easy454","RHAL",2014,9,96,"1",1564,"Resurvey","Unburned"
"Easy454","LUPE",2014,2,72,"1",1564,"Resurvey","Unburned"
"Easy454","VIXX",2014,2.55,130,"1",1564,"Resurvey","Unburned"
"Easy454","CAME",2014,7.5,21,"1",1564,"Resurvey","Unburned"
"Easy454","MOSS",2014,4.625,79,"1",1564,"Resurvey","Unburned"
"Easy454","VADE",2014,35,121,"3",1564,"Resurvey","Unburned"
"Easy455","PHEM",2014,5.5,89,"1",2006,"Resurvey","Unburned"
"Easy455","ERPE",2014,3,42,"1",2006,"Resurvey","Unburned"
"Easy455","LUPE",2014,5,72,"1",2006,"Resurvey","Unburned"
"Easy455","EPAN",2014,3,39,"1",2006,"Resurvey","Unburned"
"Easy455","VADE",2014,6,121,"1",2006,"Resurvey","Unburned"
"Easy456","VADE",2014,37.75,121,"3",1987,"Resurvey","Unburned"
"Easy456","ERPE",2014,6,42,"1",1987,"Resurvey","Unburned"
"Easy456","MOSS",2014,2,79,"1",1987,"Resurvey","Unburned"
"Easy456","PHDI",2014,7,88,"1",1987,"Resurvey","Unburned"
"Easy457","VADE",2014,30,121,"2",1670,"Resurvey","Unburned"
"Easy457","FEXX",2014,11.5,44,"2",1670,"Resurvey","Unburned"
"Easy457","THOC",2014,6,115,"1",1670,"Resurvey","Unburned"
"Easy457","RUPA",2014,0.1,99,"1",1670,"Resurvey","Unburned"
"Easy457","SOSI",2014,4,108,"1",1670,"Resurvey","Unburned"
"Easy457","PEXX",2014,4,86,"1",1670,"Resurvey","Unburned"
"Easy457","PHDI",2014,5,88,"1",1670,"Resurvey","Unburned"
"Easy457","ACMI",2014,3.66666666666667,3,"1",1670,"Resurvey","Unburned"
"Easy457","MOSS",2014,2,79,"1",1670,"Resurvey","Unburned"
"Easy457","PAMY",2014,4.66666666666667,83,"1",1670,"Resurvey","Unburned"
"Easy457","POXX",2014,0.1,92,"1",1670,"Resurvey","Unburned"
"Easy457","LUXX",2014,8,73,"1",1670,"Resurvey","Unburned"
"Easy457","ERPE",2014,7,42,"1",1670,"Resurvey","Unburned"
"Easy458","VADE",2014,9.33333333333333,121,"2",1600,"Resurvey","Unburned"
"Easy458","VIXX",2014,4.1,130,"1",1600,"Resurvey","Unburned"
"Easy458","PHEM",2014,20,89,"1",1600,"Resurvey","Unburned"
"Easy458","MOSS",2014,40,79,"3",1600,"Resurvey","Unburned"
"Easy458","VASI",2014,0.5,125,"1",1600,"Resurvey","Unburned"
"Easy458","POXX",2014,2,92,"1",1600,"Resurvey","Unburned"
"Easy458","ERPE",2014,11.5,42,"2",1600,"Resurvey","Unburned"
"Easy459","LICO",2014,0.1,66,"1",1603,"Resurvey","Unburned"
"Easy459","VASI",2014,1.43333333333333,125,"1",1603,"Resurvey","Unburned"
"Easy459","RULA",2014,3.625,98,"1",1603,"Resurvey","Unburned"
"Easy459","TITR",2014,12.5,116,"2",1603,"Resurvey","Unburned"
"Easy459","VIXX",2014,2,130,"1",1603,"Resurvey","Unburned"
"Easy459","MOSS",2014,3,79,"1",1603,"Resurvey","Unburned"
"Easy459","VAME",2014,1.25,122,"1",1603,"Resurvey","Unburned"
"Easy460","HELA",2014,0.1,53,"1",1548,"Resurvey","Unburned"
"Easy460","THOC",2014,5,115,"1",1548,"Resurvey","Unburned"
"Easy460","LUXX",2014,4.5,73,"1",1548,"Resurvey","Unburned"
"Easy460","EPAN",2014,2.33333333333333,39,"1",1548,"Resurvey","Unburned"
"Easy460","ACMI",2014,0.1,3,"1",1548,"Resurvey","Unburned"
"Easy460","VASI",2014,21.6666666666667,125,"2",1548,"Resurvey","Unburned"
"Easy460","CAXX",2014,2,24,"1",1548,"Resurvey","Unburned"
"Easy460","ARXX",2014,0.1,16,"1",1548,"Resurvey","Unburned"
"Easy461","VASI",2014,7.5,125,"1",1518,"Resurvey","Unburned"
"Easy461","THOC",2014,6,115,"1",1518,"Resurvey","Unburned"
"Easy461","VAME",2014,4,122,"1",1518,"Resurvey","Unburned"
"Easy461","ELXX",2014,0.35,38,"1",1518,"Resurvey","Unburned"
"Easy461","EPAN",2014,0.1,39,"1",1518,"Resurvey","Unburned"
"Easy461","SOSI",2014,32.5,108,"2",1518,"Resurvey","Unburned"
"Easy461","SOSC",2014,30,107,"2",1518,"Resurvey","Unburned"
"Easy462","MEFE",2014,11.0666666666667,78,"2",1408,"Resurvey","Unburned"
"Easy462","VAME",2014,1,122,"1",1408,"Resurvey","Unburned"
"Easy462","RULA",2014,0.5,98,"1",1408,"Resurvey","Unburned"
"Easy462","MOSS",2014,11,79,"2",1408,"Resurvey","Unburned"
"Easy463","LICO",2014,1.66666666666667,66,"1",1326,"Resurvey","Unburned"
"Easy463","SARA",2014,2,103,"1",1326,"Resurvey","Unburned"
"Easy463","VAME",2014,1,122,"1",1326,"Resurvey","Unburned"
"Easy463","GYDR",2014,2.33333333333333,52,"1",1326,"Resurvey","Unburned"
"Easy463","CLUN",2014,3.125,28,"1",1326,"Resurvey","Unburned"
"Easy463","MARA",2014,1.5,77,"1",1326,"Resurvey","Unburned"
"Easy463","VIXX",2014,5.25,130,"2",1326,"Resurvey","Unburned"
"Easy463","ALSI",2014,12.3333333333333,9,"2",1326,"Resurvey","Unburned"
"Easy463","RUSP",2014,13.3333333333333,101,"2",1326,"Resurvey","Unburned"
"Easy464","MOSS",2014,25.125,79,"3",1146,"Resurvey","Unburned"
"Easy464","VAME",2014,1.5,122,"1",1146,"Resurvey","Unburned"
"Easy464","CLUN",2014,0.1,28,"1",1146,"Resurvey","Unburned"
"Easy464","RUPE",2014,6,100,"1",1146,"Resurvey","Unburned"
"Easy464","GYDR",2014,7.06666666666667,52,"2",1146,"Resurvey","Unburned"
"Easy464","MARA",2014,0.1,77,"1",1146,"Resurvey","Unburned"
"Easy464","TITR",2014,7,116,"2",1146,"Resurvey","Unburned"
"Easy465","RUPE",2014,3,100,"1",1109,"Resurvey","Unburned"
"Easy465","VAME",2014,1,122,"1",1109,"Resurvey","Unburned"
"Easy465","MOSS",2014,52.5,79,"4",1109,"Resurvey","Unburned"
"Easy466","EPAN",2014,3,39,"1",1085,"Resurvey","Unburned"
"Easy466","GYDR",2014,3,52,"1",1085,"Resurvey","Unburned"
"Easy466","LICO",2014,0.5,66,"1",1085,"Resurvey","Unburned"
"Easy466","RUSP",2014,1.5,101,"1",1085,"Resurvey","Unburned"
"Easy466","ATFI",2014,38.75,18,"3",1085,"Resurvey","Unburned"
"Easy466","ALSI",2014,10,9,"1",1085,"Resurvey","Unburned"
"Easy466","VIXX",2014,2,130,"1",1085,"Resurvey","Unburned"
"Easy466","VEVI",2014,5,127,"1",1085,"Resurvey","Unburned"
"Easy466","SARA",2014,13.3333333333333,103,"2",1085,"Resurvey","Unburned"
"Easy466","MOSS",2014,8,79,"1",1085,"Resurvey","Unburned"
"Easy466","DIFO",2014,6,36,"1",1085,"Resurvey","Unburned"
"Goode5130","CEVE",2015,8,25,"2",1423,"Resurvey","Unburned"
"Goode5130","VAME",2015,50,122,"3",1423,"Resurvey","Unburned"
"Goode5130","SOSC",2015,5.1,107,"2",1423,"Resurvey","Unburned"
"Goode5130","PAMY",2015,10,83,"2",1423,"Resurvey","Unburned"
"Goode5130","GOOB",2015,0.5,51,"1",1423,"Resurvey","Unburned"
"Goode5132","EPAN",2015,3,39,"1",1439,"Resurvey","Unburned"
"Goode5132","CEVE",2015,30,25,"3",1439,"Resurvey","Unburned"
"Goode5132","SOSC",2015,8,107,"2",1439,"Resurvey","Unburned"
"Goode5132","CAXX",2015,13.6666666666667,24,"2",1439,"Resurvey","Unburned"
"Goode5132","PAMY",2015,33.75,83,"3",1439,"Resurvey","Unburned"
"Goode5132","VAME",2015,9.5,122,"2",1439,"Resurvey","Unburned"
"Goode5132","HISC",2015,4,57,"1",1439,"Resurvey","Unburned"
"Goode5132","THOC",2015,5.8,115,"2",1439,"Resurvey","Unburned"
"Goode5134","SOSC",2015,0.1,107,"1",1691,"Resurvey","Unburned"
"Goode5134","MOSS",2015,3,79,"1",1691,"Resurvey","Unburned"
"Goode5134","VADE",2015,3,121,"1",1691,"Resurvey","Unburned"
"Goode5134","RHAL",2015,35.5,96,"3",1691,"Resurvey","Unburned"
"Goode5134","VAME",2015,0.1,122,"1",1691,"Resurvey","Unburned"
"Goode5136","ERXX",2015,0.5,43,"1",1679,"Resurvey","Unburned"
"Goode5136","CAXX",2015,2.875,24,"1",1679,"Resurvey","Unburned"
"Goode5136","FEXX",2015,0.2,44,"1",1679,"Resurvey","Unburned"
"Goode5136","PAMY",2015,9,83,"2",1679,"Resurvey","Unburned"
"Goode5136","PHDI",2015,2.25,88,"1",1679,"Resurvey","Unburned"
"Goode5136","HISC",2015,3.125,57,"1",1679,"Resurvey","Unburned"
"Goode5136","MOSS",2015,0.833333333333333,79,"1",1679,"Resurvey","Unburned"
"Goode5136","ARUV",2015,11.75,15,"2",1679,"Resurvey","Unburned"
"Goode5136","ACMI",2015,2.66666666666667,3,"1",1679,"Resurvey","Unburned"
"Goode5138","PEXX",2015,1,86,"1",1413,"Resurvey","Unburned"
"Goode5138","ARUV",2015,17.5,15,"2",1413,"Resurvey","Unburned"
"Goode5138","HISC",2015,0.5,57,"1",1413,"Resurvey","Unburned"
"Goode5138","CEVE",2015,5.25,25,"2",1413,"Resurvey","Unburned"
"Goode5138","SOSC",2015,6,107,"2",1413,"Resurvey","Unburned"
"Goode5138","PAMY",2015,10.6666666666667,83,"2",1413,"Resurvey","Unburned"
"Goode5138","ACMI",2015,1,3,"1",1413,"Resurvey","Unburned"
"Goode5138","AMAL",2015,8,10,"2",1413,"Resurvey","Unburned"
"Goode5140","SPBE",2015,14.6666666666667,109,"2",1315,"Resurvey","Unburned"
"Goode5140","SOSC",2015,6.73333333333333,107,"2",1315,"Resurvey","Unburned"
"Goode5140","PAMY",2015,8.25,83,"2",1315,"Resurvey","Unburned"
"Goode5140","AMAL",2015,0.1,10,"1",1315,"Resurvey","Unburned"
"Goode5140","VAME",2015,50,122,"3",1315,"Resurvey","Unburned"
"Goode5140","CEVE",2015,8,25,"2",1315,"Resurvey","Unburned"
"Goode5140","GOOB",2015,0.3,51,"1",1315,"Resurvey","Unburned"
"Goode5140","MARA",2015,0.1,77,"1",1315,"Resurvey","Unburned"
"Goode5140","MOSS",2015,0.5,79,"1",1315,"Resurvey","Unburned"
"Gor481","ANMA",2014,0.1,11,"1",311,"Resurvey","Unburned"
"Gor481","HODI",2014,8,59,"1",311,"Resurvey","Unburned"
"Gor481","MANE",2014,9,76,"1",311,"Resurvey","Unburned"
"Gor481","HIAL",2014,0.75,56,"1",311,"Resurvey","Unburned"
"Gor481","CEVE",2014,18.6666666666667,25,"2",311,"Resurvey","Unburned"
